Q,A
아 뭐야 우리더러 장기자랑 나가래더니 자기가 뒤에서 저러고 있으면 어떡해,우리야 뭐 그냥 5만원만 받으면 되죠 근데 족발 든 모습이 저렇게 잘 어울리는 여자는 영애씨가 처음이네
우리야 뭐 그냥 5만원만 받으면 되죠 근데 족발 든 모습이 저렇게 잘 어울리는 여자는 영애씨가 처음이네,배는 왜 저렇게 내밀고 춤을 춰 남사스럽게 영애씨 그 뱃살은 넣어둬 넣어둬
배는 왜 저렇게 내밀고 춤을 춰 남사스럽게 영애씨 그 뱃살은 넣어둬 넣어둬,자기 손이야 자기 손
자기 손이야 자기 손,혼연일체 혼연일체 
아니 수민이 얘는 그렇게 가놓고 연락도 한 번 없고 뭐냐.,아닌데. 먹으려는게 아니라 냄새만 맡는건데. 냄새만 후딱 맡고 갈게요.
아닌데. 먹으려는게 아니라 냄새만 맡는건데. 냄새만 후딱 맡고 갈게요.,아니 이 아가씨가 진짜.
아니 이 아가씨가 진짜.,죄송합니다. 제가 배가 너무 고파서요.
죄송합니다. 제가 배가 너무 고파서요.,얌마. 넌 추잡스럽게 먹지도 못할 음식 구경이나 하고있냐?
얌마. 넌 추잡스럽게 먹지도 못할 음식 구경이나 하고있냐?,먹고싶어 죽겠는데 어떡해요 그럼. 어 김대리님 아들이네. 우리 장례식날 봤지?
먹고싶어 죽겠는데 어떡해요 그럼. 어 김대리님 아들이네. 우리 장례식날 봤지?,안녕하세요 아줌마.
안녕하세요 아줌마.,야 너 요새 아줌마 소리 자주 듣는다. 너 접때도 학부형인줄 알고 학습지 전단지 나눠줬잖아.
야 너 요새 아줌마 소리 자주 듣는다. 너 접때도 학부형인줄 알고 학습지 전단지 나눠줬잖아.,그땐 옷 때문에 그랬죠.
그땐 옷 때문에 그랬죠.,지금은? 환자복 입고 있는데도 들었는데?
지금은? 환자복 입고 있는데도 들었는데?,아씨. 가뜩이나 기운없는데 힘빠지게 할래요?
아씨. 가뜩이나 기운없는데 힘빠지게 할래요?,웬일이야 쌈닭이?
웬일이야 쌈닭이?,저 또 똥 쏠려서 그만 가볼게요. 해밀이도 안녕.
저 또 똥 쏠려서 그만 가볼게요. 해밀이도 안녕.,안녕 아줌마.
안녕 아줌마.,아유 이수민 저거 저거 진짜. 내 드러워서.
아유 이수민 저거 저거 진짜. 내 드러워서.,사돈총각 좋아하죠?
사돈총각 좋아하죠?,응? 뭘?
응? 뭘?,저 아줌마요.
저 아줌마요.,뭐? 에이 아니야.
뭐? 에이 아니야.,좋아하는거 맞는데? 좀 전에도 핸드폰 보면서 아줌마 연락 기다리고. 아줌마 보니까 활짝 웃고. 아까 문 열릴 때마다 기다렸던거 저 아줌마죠?
좋아하는거 맞는데? 좀 전에도 핸드폰 보면서 아줌마 연락 기다리고. 아줌마 보니까 활짝 웃고. 아까 문 열릴 때마다 기다렸던거 저 아줌마죠?,아 해밀아. 그건 그냥.
아 해밀아. 그건 그냥.,내가 오늘 라일이 기다릴 때랑 똑같았는데. 사돈총각 저 아줌마 좋아한대요.
어 야야 아유 뭐야 임마! 회사 연말 행사 있어서 간다더니 왠 술을 이렇게,우리 작가님 오늘 상을 받으셨거든요 근데 축하주를 너무 많이 드시는 바람에 
우리 작가님 오늘 상을 받으셨거든요 근데 축하주를 너무 많이 드시는 바람에 ,"형 나 데뷔한지 7년만에 신인상 탔다? 요즘 엄청 잘나가는 킹맨, 발기대장 나 얘네들 싹 다 제껴버리고 내가 받았어 잘했지?"
"형 나 데뷔한지 7년만에 신인상 탔다? 요즘 엄청 잘나가는 킹맨, 발기대장 나 얘네들 싹 다 제껴버리고 내가 받았어 잘했지?",그래 잘했다 잘했어 빨리 들어가
그래 잘했다 잘했어 빨리 들어가,오케이 들어갈게
오케이 들어갈게,왜 또 글로 들어가 니 방 저기 잖아
왜 또 글로 들어가 니 방 저기 잖아,"형 사랑해 영자씨 영자씨도 사, 사"
"형 사랑해 영자씨 영자씨도 사, 사",어 작가님 속 안좋으십니까?
어 작가님 속 안좋으십니까?,사랑
사랑,어 야야야야 화장실 가자 화장실 빨리빨리빨리
영자씨 왜그래? 어디 불편해?,아니요 방금 꿀벌이가 움직였어요.
아니요 방금 꿀벌이가 움직였어요.,"어, 정말? 어디?"
"어, 정말? 어디?",여기여기
여기여기,어어어. 우리 꿀벌이 태동 느낀거 오늘이 처음이지? 우리 꿀벌이가 엄마 아빠 싸우지 말라고 해주나보다 그치?
영자씨 여기도 자리 없대 잠깐만 기다려 내가 딴 데 검색해볼게,그냥 딴데 가요 식당 많은데     
그냥 딴데 가요 식당 많은데     ,그래도 오늘같은 날 아무데나 가기 좀 그렇잖아 
그래도 오늘같은 날 아무데나 가기 좀 그렇잖아 ,그러게 왜 취소는 해가지고    
그러게 왜 취소는 해가지고    ,어어 여긴 어때? 여기서 30분 밖에 안걸리는데? 내가 전화해볼게
나 집에 가야겠어,집에는 왜요
집에는 왜요,지렸어
지렸어,어떡하다규요
"어, 박교수, 박교수. 저기, 진교수가 자기 지금 테라스에서 좀 보재.","네? 저, 저를요?"
"네? 저, 저를요?","응, 내가 박교수, 진교수 종합반에 끼워주라고 간곡히 부탁했더니 결국 들어주려는 눈치야. 아휴. 아, 뭐해? 얼른 가봐, 얼른 가봐."
"응, 내가 박교수, 진교수 종합반에 끼워주라고 간곡히 부탁했더니 결국 들어주려는 눈치야. 아휴. 아, 뭐해? 얼른 가봐, 얼른 가봐.","아, 아, 예. 감사합니다."
"어, 영채야.","오빠, 왜 안 들어와. 일 아까 끝났다던데 언니가."
"오빠, 왜 안 들어와. 일 아까 끝났다던데 언니가.","어, 아, 그, 그게. 영업팀끼리 지금 거래처 돌고 있는 중이야."
"어, 아, 그, 그게. 영업팀끼리 지금 거래처 돌고 있는 중이야.","오늘 엄마 기분좋으신지 가족끼리 맥주 한 잔 하기로 했거든? 빨랑 들어. 뭐야, 무슨 소리야?"
"오늘 엄마 기분좋으신지 가족끼리 맥주 한 잔 하기로 했거든? 빨랑 들어. 뭐야, 무슨 소리야?","어? 엄마, 왜 산타할아버지가 여자야?"
"어? 엄마, 왜 산타할아버지가 여자야?",글쎄? 왤까? 어디서 뭐하는거야. 뒤지기 전에 빨랑 와라.
글쎄? 왤까? 어디서 뭐하는거야. 뒤지기 전에 빨랑 와라.,알았다규. 지금 집으로 간다규.
알았다규. 지금 집으로 간다규.,끊지 마라. 끊고나서 차 막혔단 핑계대고 뭔 짓거리 할지 어떻게 알아. 생중계하면서 와. 알았어?
끊지 마라. 끊고나서 차 막혔단 핑계대고 뭔 짓거리 할지 어떻게 알아. 생중계하면서 와. 알았어?,"아, 알았다규. 제 몫까지 보고 오시라규."
"아, 알았다규. 제 몫까지 보고 오시라규.",아 빨랑와.
아 빨랑와.,지금 집으로 간다규.
장소 바뀐거 괜찮겠지?,그럼요. 다 전화돌리고 청첩장도 다시 보내겠다고 했으니까. 맞다! 아버님께도 알려드려야되는데. 오늘은 넘 늦었죠? 아버님 아까 보내드린 꿀벌이 사진도 아직 확인 안하셨네?
그럼요. 다 전화돌리고 청첩장도 다시 보내겠다고 했으니까. 맞다! 아버님께도 알려드려야되는데. 오늘은 넘 늦었죠? 아버님 아까 보내드린 꿀벌이 사진도 아직 확인 안하셨네?,그래? 벌써 주무셨나?
그래? 벌써 주무셨나?,아후 아버님 이거 보시면 되게 좋아하실텐데. 히
아후 아버님 이거 보시면 되게 좋아하실텐데. 히,피곤하면 먼저 들어가서 자. 내가 마무리하고 잘게.
피곤하면 먼저 들어가서 자. 내가 마무리하고 잘게.,아니에요. 같이해요.
아니에요. 같이해요.,우리 꿀벌이 힘들까봐 그러네요. 들어가세요.
우리 꿀벌이 힘들까봐 그러네요. 들어가세요.,알았어요. 들어갈게요.
알았어요. 들어갈게요.,참 좋다.
참 좋다.,뭐가요?
뭐가요?,그냥. 아부지랑 영자씨 말대로 이런 소소한 행복들이.
아직도 운동하냐,아 깜짝이야 니가 여길 왜
아 깜짝이야 니가 여길 왜,왜긴 따지러 왔지 백수지 너 계약 위반했더라 
왜긴 따지러 왔지 백수지 너 계약 위반했더라 ,어
어,아니 상우형이랑 결혼시켜준다는 계약 물심양면으로 도와줬더니 뭐 헤어져
아니 상우형이랑 결혼시켜준다는 계약 물심양면으로 도와줬더니 뭐 헤어져,그거 어떻게 알았어
그거 어떻게 알았어,다 아는 방법이 있지 나 구대영이야 누굴 속이려 들어
다 아는 방법이 있지 나 구대영이야 누굴 속이려 들어,내가 기가 막혀서 씨 야 그럼 계약 끝까지 지키려고 일부러 세종시까지 떠난 나는 뭐가 돼냐 밑빠진 독에 물붓기한 꼴 아냐
내가 기가 막혀서 씨 야 그럼 계약 끝까지 지키려고 일부러 세종시까지 떠난 나는 뭐가 돼냐 밑빠진 독에 물붓기한 꼴 아냐,그게 무슨소리야 일부로 세종시를 떠났다니 
그게 무슨소리야 일부로 세종시를 떠났다니 ,이래도 모르겠어 내가 왜 떠났는지 하 아유 연애고자 
나중에 봐 그러다 자빠지겠다  ,이번 화까지만요 흥미진진해서 눈을 뗄수가 없네요 
이번 화까지만요 흥미진진해서 눈을 뗄수가 없네요 ,어? 어 저기 작가님이다 안녕하세요 
어? 어 저기 작가님이다 안녕하세요 ,안녕하세요 
안녕하세요 ,저희 지금 작가님 만화 정주행 중인데 정말 꿀잼이드라구요 작가님 센스쟁이
저희 지금 작가님 만화 정주행 중인데 정말 꿀잼이드라구요 작가님 센스쟁이,야한거 뿐만 아니라 유머까지 재치쟁이 
야한거 뿐만 아니라 유머까지 재치쟁이 ,연주 캐릭터는 매력쟁이 아 저 있다가 사인 좀 해주세요 
연주 캐릭터는 매력쟁이 아 저 있다가 사인 좀 해주세요 ,아 사인은요 무슨
아 사인은요 무슨,아 지금 지금 받아야돼  
아 지금 지금 받아야돼  ,종이 종이 종이 펜  
신부측 하객이세요?,"아닌데, 신랑측 하객인데요."
"아닌데, 신랑측 하객인데요.","아, 그래요? 저희는 대학 동창인데, 그쪽은요?"
"아, 그래요? 저희는 대학 동창인데, 그쪽은요?",화실 친구요.
화실 친구요.,아 미술하셨구나. 무슨 일 하세요? 그림 그리세요?
아 미술하셨구나. 무슨 일 하세요? 그림 그리세요?,"아닌데, 걍 광고전단지 만드는데요. 간판전단지, 현수막, 명함 등등. 맡기실 일 있으면 연락 주시던가요."
"아닌데, 걍 광고전단지 만드는데요. 간판전단지, 현수막, 명함 등등. 맡기실 일 있으면 연락 주시던가요.",야 늬들 오랜만이다.
야 늬들 오랜만이다.,그러게요
그러게요,"아, 형 웹툰 작가 되셨다면서요?"
"아, 형 웹툰 작가 되셨다면서요?","어, 늬들 알고 있었구나?"
"어, 늬들 알고 있었구나?","그럼요, 저희 과에 소문이 자자한데."
"그럼요, 저희 과에 소문이 자자한데.",우리 과 출신 중에 형이 제일 잘 나가는거 아니에요? 요새 웹툰 작가 인기 진짜 많던데.
우리 과 출신 중에 형이 제일 잘 나가는거 아니에요? 요새 웹툰 작가 인기 진짜 많던데.,"아, 그니까. 돈도 많이 번다면서요, 술 한 잔 사주세요."
"아, 그니까. 돈도 많이 번다면서요, 술 한 잔 사주세요.",한 잔 사주세요.
한 잔 사주세요.,"그래, 그래, 어. 언제든지 연락해. 내가 저 일행이 저쪽에 있어가지고, 야 많이 먹어. 열 접시 먹어. 야, 여기 LA갈비!"
"그래, 그래, 어. 언제든지 연락해. 내가 저 일행이 저쪽에 있어가지고, 야 많이 먹어. 열 접시 먹어. 야, 여기 LA갈비!","어유, 죄송합니다. 괜찮으세요? 저기요? 어? 야, 여기서 뭐하냐?"
"어유, 죄송합니다. 괜찮으세요? 저기요? 어? 야, 여기서 뭐하냐?","아! 렌즈가 빠져서 아무것도 안 보이네, 뭐가 뭔지 아무것도 안 보이네! 뭐가 뭔지 뵈는게 없네."
잠깐만요,뭐에요? 아
뭐에요? 아,아 정말 미안했어요 내가 암만 없어도 그쪽한테 빌리는게 아닌데 
아 정말 미안했어요 내가 암만 없어도 그쪽한테 빌리는게 아닌데 ,괜찮은데 천천히 값아도 되는데. 응? 이거 딸려 왔어요 
괜찮은데 천천히 값아도 되는데. 응? 이거 딸려 왔어요 ,아이 이자에요 음료수라도 먹으면서 공부해요 주승씨도 나도 서로의 꿈을 위해서 힘내자구요 화이팅 
아이 이자에요 음료수라도 먹으면서 공부해요 주승씨도 나도 서로의 꿈을 위해서 힘내자구요 화이팅 ,아이
"아, 저기, 그게, 실은 길가다가 나쁜놈을 만나서.","아, 그럼. 그날 경찰서 같이 간 사람은 누구예요? 같이 온 남자가 있다던데."
"아, 그럼. 그날 경찰서 같이 간 사람은 누구예요? 같이 온 남자가 있다던데.","그게, 무서워서 대영이한테 연락했었거든요."
"아, 이제 1분만 있으면 7신데, 이번엔 볼 수 있겠죠?",그럼.
그럼.,영채한테 또 영통왔다규요.
영채한테 또 영통왔다규요.,"안 받으면 이상하게 생각할텐데. 아, 이쪽 배경으로 받아, 이쪽 배경으로."
야 내가 너 때매 무슨 짓까지 했는 줄 아냐? 너랑 같이 학교가려고 매일 아침 대문 앞에서 1시간 넘게 기다리고 너 독서실에서 집에 올때까지 나 너 걱정되서 한숨도 못 잤어 얘가 왜이렇게 늦지 또 잠들었나 야 내 신경은 온통 너였어 너 ,이 새끼 진짠가봐
이 새끼 진짠가봐,버스에서 우연히 마주쳤을 때 같이 콘서트 갔을 때 그리고 내 생일날 너한테 셔츠 선물 받았을 때 나 정말 좋아서 돌아버리는 줄 알았어 
버스에서 우연히 마주쳤을 때 같이 콘서트 갔을 때 그리고 내 생일날 너한테 셔츠 선물 받았을 때 나 정말 좋아서 돌아버리는 줄 알았어 ,이 새끼 진짠가봐
이 새끼 진짠가봐,하루에도 열두번도 더 보고싶고 만나면 그냥 좋았어 옛날부터 얘기하고 싶었는데 나 너 진짜 좋아 사랑해 
왜 나는 안됩니까,김변호사님
김변호사님,같이 밥도 먹고 싶고 같이 영화도 보고싶고 같이 여행도 가고 싶고 수경씨랑 하고싶었던게 너무 많았어요 그중에서 제일 하고싶었던게 뭔 줄 알아요? 
같이 밥도 먹고 싶고 같이 영화도 보고싶고 같이 여행도 가고 싶고 수경씨랑 하고싶었던게 너무 많았어요 그중에서 제일 하고싶었던게 뭔 줄 알아요? ,저 이만 가볼게요
저 이만 가볼게요,멋있게 보내주는거
이거 타고 싶다고? 얼마에요?,두분당 만원입니다.
두분당 만원입니다.,어우 황사장님 무지 반갑네요. 돈떼먹고 내빼시더니 여기서 데이트하고 계셨어요?
어우 황사장님 무지 반갑네요. 돈떼먹고 내빼시더니 여기서 데이트하고 계셨어요?,이사장. 오랜만에 만나서 말을 너무 험하게 하는거 아니야? 오빠 얘기좀 해야 되겠으니까 우리 애기 차에 좀 가 있을래?
이사장. 오랜만에 만나서 말을 너무 험하게 하는거 아니야? 오빠 얘기좀 해야 되겠으니까 우리 애기 차에 좀 가 있을래?,알았어. 오빠
알았어. 오빠,돈을 떼먹다니 이사장 말 그딴식으로 할거야?
돈을 떼먹다니 이사장 말 그딴식으로 할거야?,떼먹은게 아니면요. 줄 돈 안주고 잠적했으면 돈 떼먹은거지.
떼먹은게 아니면요. 줄 돈 안주고 잠적했으면 돈 떼먹은거지.,내가 돈이 있으면 그랬겠어? 나도 이번에 투자 한거 잘못돼가지고 쫄딱 망했어. 파산신청하게 생겼다니까.
내가 돈이 있으면 그랬겠어? 나도 이번에 투자 한거 잘못돼가지고 쫄딱 망했어. 파산신청하게 생겼다니까.,파산? 그럼 이 돈은 다 뭔데 ? 어? 이 돈 뭔데?
파산? 그럼 이 돈은 다 뭔데 ? 어? 이 돈 뭔데?,이리내놔.
이리내놔.,야이씨.
야이씨.,어어?
어어?,이돈이라도 내놔.
이돈이라도 내놔.,아이. 이리 내놔.
아이. 이리 내놔.,놔.
나한테 먼저 연락했었어야죠. 언제까지 숨길 생각이었어요.,"앗, 뜨거워."
"앗, 뜨거워.",미안해요. 괜찮아요?
미안해요. 괜찮아요?,괜찮아요.
괜찮아요.,수지 씨는 그런 일 당했는데 나는 아무것도 모르고 있다고 생각하니까 화가 나서. 미안해요.
수지 씨는 그런 일 당했는데 나는 아무것도 모르고 있다고 생각하니까 화가 나서. 미안해요.,저는 상우 씨가 걱정할까봐 말 안 한 건데. 죄송해요.
저는 상우 씨가 걱정할까봐 말 안 한 건데. 죄송해요.,"우리, 연인이잖아요. 연인이면 좋은 일이든 나쁜 일이든 공유해다 된다고 생각해요, 저는."
"우리, 연인이잖아요. 연인이면 좋은 일이든 나쁜 일이든 공유해다 된다고 생각해요, 저는.","그게, 상우 씨한테 좋은 모습만 보여주고 싶어서 그랬어요. 완벽하진 않아도 부족한 여자친구가 되고 싶진 않으니까."
"그게, 상우 씨한테 좋은 모습만 보여주고 싶어서 그랬어요. 완벽하진 않아도 부족한 여자친구가 되고 싶진 않으니까.",수지 씨. 수지 씨 전혀 부족하지 않아요. 정말 훌륭해요. 그러니까 앞으로는 숨기는 거 없이 나한테 다 말해주면 좋겠어요.
수지 씨. 수지 씨 전혀 부족하지 않아요. 정말 훌륭해요. 그러니까 앞으로는 숨기는 거 없이 나한테 다 말해주면 좋겠어요.,알았어요.
알았어요.,다친 데는 없어요?
다친 데는 없어요?,그럼요. 커피 이까짓 거.
그럼요. 커피 이까짓 거.,"그날요. 그 삐새끼 만난 날. 내가 그 삐새끼를 진짜 감히 우리 수지 씨를. 내일 경찰서 갈 때 나 꼭 데려가요, 내가 반쯤 죽여 놓을 테니까."
아 상우씨랑 단둘이 차 마셨다 ,어?
어?,내 소설을 봤대 너무 재밌어서 앉은 자리에서 뚝딱 읽었대 책에다가 싸인도 받았어 
내 소설을 봤대 너무 재밌어서 앉은 자리에서 뚝딱 읽었대 책에다가 싸인도 받았어 ,어 그래 축한한다 야
어 그래 축한한다 야,뭐 신데렐라 스토리는 이루어지지 않아? 신데렐라에게 유리구두가 있다면 나에게는 소설이 있다 이거야 
뭐 신데렐라 스토리는 이루어지지 않아? 신데렐라에게 유리구두가 있다면 나에게는 소설이 있다 이거야 ,나도 좋은 소식 하나 있는데 팔았다 니 자전거
나도 좋은 소식 하나 있는데 팔았다 니 자전거,어 정말? 야 안그래도 팔려고 했는데 고마워 근데 상우씨가 다음 작품 기대한대 어 어떡해 
어 정말? 야 안그래도 팔려고 했는데 고마워 근데 상우씨가 다음 작품 기대한대 어 어떡해 ,내가 니가 산 가격 그대로 팔았어 만원도 안빼고 
내가 니가 산 가격 그대로 팔았어 만원도 안빼고 ,어 대박 고마워 아 그래서 나 이제부터 상우씨를 위해서라도 다시 소설을 써보려고 오랜만에 당선작을 보니까 내가 너무 내 글을 안쓴거 같더라고 
어 대박 고마워 아 그래서 나 이제부터 상우씨를 위해서라도 다시 소설을 써보려고 오랜만에 당선작을 보니까 내가 너무 내 글을 안쓴거 같더라고 ,야 너 오만원 있냐?
야 너 오만원 있냐?,오만원?
오만원?,땡큐 자전거 값에서 까라
"야, 신부측 하객 얼굴, 아휴 왜 이렇게 구리냐?","아 그러게, 아니 누구 하나 건질까 했더니 아니 어떻게 죄다 오크냐?"
아 근데 36화 그 기러기 아빠 박과장 얘기 보면서 그냥 어찌나 펑펑 울었는지 울컥해서 뒤로 못 넘어가고 있잖아요,아이 자꾸 얘기하지마요 전 아직 21화 보고 있단 말이예요
아이 자꾸 얘기하지마요 전 아직 21화 보고 있단 말이예요,아 근데 남주 아버지 살아 있는거 맞죠? 혹시 지금 합병 걸려있는 마츠모토 회장이랑 무슨 연관이라도?
아 근데 남주 아버지 살아 있는거 맞죠? 혹시 지금 합병 걸려있는 마츠모토 회장이랑 무슨 연관이라도?,아이 진짜 스포하지 말래니까 
아이 진짜 스포하지 말래니까 ,아 알았다규요 아 근데 그 34화에 나온 산타바 말이예요 야 어쩜 그렇게 남자들의 환타지를 잘 살리셨는지
아 알았다규요 아 근데 그 34화에 나온 산타바 말이예요 야 어쩜 그렇게 남자들의 환타지를 잘 살리셨는지,그지 나도 무릎을 탁 쳤잖아 365일 크리스마스란 설정도 그렇고 12시 24분에 바에 온 남자 손님들을 위해서 이벤트를 하는것도 그렇고
그지 나도 무릎을 탁 쳤잖아 365일 크리스마스란 설정도 그렇고 12시 24분에 바에 온 남자 손님들을 위해서 이벤트를 하는것도 그렇고,진짜 그런데 있으면 한번 가보고 싶더라규요 
진짜 그런데 있으면 한번 가보고 싶더라규요 ,거기 진짜 있는데 맞아요     
거기 진짜 있는데 맞아요     ,그럼 진짜 12시 24분에 산타걸들이  
그럼 진짜 12시 24분에 산타걸들이  ,비키니쇼 해 해요?
비키니쇼 해 해요?,네  
네  ,라스베가스도 아니고 우 우리 나라에서 비키니쇼요?
라스베가스도 아니고 우 우리 나라에서 비키니쇼요?,네 제가 작가님이랑 취재차 갔었는데요 거기에 산타바에 산타언니들이 이렇게 쫙 서가지고
저두요. 홍대 미켈란젤로가 성인웹툰 그리는 야켈란젤로가 되어있을 줄은 꿈에도 몰랐네요,"야 근데 그 조잘나알, 아씨 입에 담기도 민망하네. 근데 니 아이디 그 뜻이 뭐냐? 혹시 조, 그걸 알고 나를 알면 백전백승, 그 뜻 맞냐?"
"야 근데 그 조잘나알, 아씨 입에 담기도 민망하네. 근데 니 아이디 그 뜻이 뭐냐? 혹시 조, 그걸 알고 나를 알면 백전백승, 그 뜻 맞냐?","예? 예, 뭐"
"예? 예, 뭐","아니 어떻게 여자가 그런 말을 할 수가 있어, 너 내가 알던 그 소녀소녀하던 이수민 맞아? 너 진짜 실망이다"
"아니 어떻게 여자가 그런 말을 할 수가 있어, 너 내가 알던 그 소녀소녀하던 이수민 맞아? 너 진짜 실망이다","오빠야말로 그딴 쓰레기 만화 그리면서, 실망은 제가 더했거든요?"
"오빠야말로 그딴 쓰레기 만화 그리면서, 실망은 제가 더했거든요?",쓰레기? 너 말 다 했어?
쓰레기? 너 말 다 했어?,네 쓰레기요! 딸딸이 치면 거기서 금이 나온다는 설정이 그게 말이 돼요? 쓰레기지?
네 쓰레기요! 딸딸이 치면 거기서 금이 나온다는 설정이 그게 말이 돼요? 쓰레기지?,"넌 만화를 다큐로 보냐? 그럼 둘리는 빙하타고 내려오고, 피구왕통키 아빠는 피구하다 죽은게 말이 돼냐구!"
"넌 만화를 다큐로 보냐? 그럼 둘리는 빙하타고 내려오고, 피구왕통키 아빠는 피구하다 죽은게 말이 돼냐구!","오빠는 창작자로서 책임식도 없어요? 청소년들이 그딴 쓰레기 만화 보고 자라니까, 성인식이 이렇게 조같은거 아니에요!"
"오빠는 창작자로서 책임식도 없어요? 청소년들이 그딴 쓰레기 만화 보고 자라니까, 성인식이 이렇게 조같은거 아니에요!","뭐? 조? 야 됐고, 너 앞으로 나한테 다시는 연락하지마!"
"뭐? 조? 야 됐고, 너 앞으로 나한테 다시는 연락하지마!",비켜요! 내가 먼저 왔거든요!
비켜요! 내가 먼저 왔거든요!,더럽게 진짜! 놔
더럽게 진짜! 놔,첫사랑 다시 만나 좋을거 하나도 없다규요
내가 아직도 이해한가는게 하나 있는데,뭔데요?
뭔데요?,아니 어떻게 길동씨처럼 소더젖같은 얼굴에서 택이 같은 얼굴이 나와?
아니 어떻게 길동씨처럼 소더젖같은 얼굴에서 택이 같은 얼굴이 나와?,네?
네?,진짜로 말이되나 우찌 봉사장님한테서 택이 같은 아들이 나왔을꼬 
진짜로 말이되나 우찌 봉사장님한테서 택이 같은 아들이 나왔을꼬 ,으음 성님들 모르는 소리한다 택이아빠 젊었을 때 못 봤죠? 택이 거 똑같이 생겼다 지금 택이얼굴하고 택이아빠 젊을 때 사진하고 이래 비교하면요 도저히 누가 누군지 분간이 안된다 카니께는 딱 판박이다 판박이
으음 성님들 모르는 소리한다 택이아빠 젊었을 때 못 봤죠? 택이 거 똑같이 생겼다 지금 택이얼굴하고 택이아빠 젊을 때 사진하고 이래 비교하면요 도저히 누가 누군지 분간이 안된다 카니께는 딱 판박이다 판박이,선영아
선영아,야
야,곱게 미쳐야지 눈에 콩깍지가 아직 안 버껴졌니? 우리가 봉사장님 젊었을 때 얼굴을 몰라? 여기 이사왔을 때도 봉사장님 젊었었어 지금이랑 똑같애  
곱게 미쳐야지 눈에 콩깍지가 아직 안 버껴졌니? 우리가 봉사장님 젊었을 때 얼굴을 몰라? 여기 이사왔을 때도 봉사장님 젊었었어 지금이랑 똑같애  ,아 맞십니까?
엄마가 모자르면 더 말씀 하시래요,야 노을아
야 노을아,어?
어?,작은 누나 집에 있냐?
작은 누나 집에 있냐?,어
어,아 있어?
아 있어?,어
어,그래 야 이거 누나 갖다줘
그래 야 이거 누나 갖다줘,이게 뭐에요?
이게 뭐에요?,선물
선물,엉?
엉?,딱 선물 딱 보면 모르냐? 크리스마스 선물
딱 선물 딱 보면 모르냐? 크리스마스 선물,어?
어?,크리스마스 선물 누나 갖다주라고 가 아이 갖다주라고 가가 가 뭐 그러고 있어 엄마 부르신다 빨리 가 쳤나? 이리와 아니 내가 갖다줄게 
오빠,"어, 수민아. 어디야? 통화 괜찮아?"
"어, 수민아. 어디야? 통화 괜찮아?","아, 저 지금 디자인 경영 컨퍼런스 와 있어요."
"아, 저 지금 디자인 경영 컨퍼런스 와 있어요.","아, 그래. 그럼 길게 통화하긴 어렵겠네. 저기 내일 주말인데 뭐해?"
"아, 그래. 그럼 길게 통화하긴 어렵겠네. 저기 내일 주말인데 뭐해?","음, 주말엔 주로 도서관에서 책 읽는 거 말곤 스케줄이 없는데, 왜요 오빠? 아 레스토랑이요? 그럼요, 좋아요. 네. 내일 봬요. 아싸!"
뭐야? 그거 누가 찍은거야?,아. 그날 나영이가 실수로 찍었나봐.
여어 어 어쩐일이세요?,아니 사장님 어떻게 오신거에요.
아니 사장님 어떻게 오신거에요.,"어머님 생신이라며. 큰 사윗감으로써 모르는척 할 수가 없어서 축하인사 드리러 왔지. 어머니. 생신축하드립니다. 만수무강하십시요. 아 그리고, 저랑 영애씨 사이 좀 허락해 주세요. "
"어머님 생신이라며. 큰 사윗감으로써 모르는척 할 수가 없어서 축하인사 드리러 왔지. 어머니. 생신축하드립니다. 만수무강하십시요. 아 그리고, 저랑 영애씨 사이 좀 허락해 주세요. ",아유 이게 무슨 냄새야. 아니 여기 술마시고 오신거에요?
아유 이게 무슨 냄새야. 아니 여기 술마시고 오신거에요?,예. 어머니 뵈러오는데 긴장되서 한잔 했습니다.
예. 어머니 뵈러오는데 긴장되서 한잔 했습니다.,예 저기 사장님 얘기는 다음에 하시고 오늘은 그만 가세요.
예 저기 사장님 얘기는 다음에 하시고 오늘은 그만 가세요.,아 놔봐. 온김에 축하주 한잔은 드려야지. 어머니. 제가 소름끼치게 맛있는 샴페인 사왓거든요.
정팔아 뭐하냐?,노크 좀 해라 새끼야
야 이영채 너 뭐하는거야? 너 아빠 생신날 산통 다 깨고 뭐하는 짓이야? 당장 들어가,아오 언니 니가 챙겨주면 되잖아 어차피 엄마 아빤 너만 좋아하는데 
아오 언니 니가 챙겨주면 되잖아 어차피 엄마 아빤 너만 좋아하는데 ,야!
야!,왠 돈이야?
왠 돈이야?,결혼할때 보태 쓰던지 말던지 
결혼할때 보태 쓰던지 말던지 ,니가 이렇게 큰 돈을 어디서 났어? 
니가 이렇게 큰 돈을 어디서 났어? ,눈치 없이 염치 없이 아껴서 모았다 됐냐?
눈치 없이 염치 없이 아껴서 모았다 됐냐?,뭐? 
뭐? ,누군 여기 비싼데 예약 하고 싶어 예약 한줄 알아? 아빠가 언니 못 댕길지 모른다고 괜찮은 뷔폐 찾아보라는데 어떻게 그럼 아빠는 집에서도 언니 얘기만 하고 언니방 혜밀이 주자고 그랬다가 내가 얼마나 혼났게?
