Q,A
"어, 왜 그러세요, 송 사장님?",급하게 먹었더니 체했나 봐.
급하게 먹었더니 체했나 봐.,"아우, 하여간 맨날 먹고 체해. 그게 문제야, 당신은."
"아우, 하여간 맨날 먹고 체해. 그게 문제야, 당신은.",약이라도 사 올까요?
약이라도 사 올까요?,주문하신 물냉면 나왔습니다.
주문하신 물냉면 나왔습니다.,약은 무슨. 약 나왔네. 약 나왔어.
약은 무슨. 약 나왔네. 약 나왔어.,약이요?
약이요?,그래. 이 물냉면이 약이지. 원래 요길 막고 있는 음식은 음식으로 밀어내는 게 제일 빨라.
그래. 이 물냉면이 약이지. 원래 요길 막고 있는 음식은 음식으로 밀어내는 게 제일 빨라.,"어우, 자르지 마요."
"어우, 자르지 마요.","어유, 그러게? 이 사장, 냉면은 자르면 맛이 없어. 나한테 한참 배워야겠구먼."
항문 소양증?,"그게, 거기를 청결하게 관리하지 않으면 나중에 엄청 가려워지는 병이라 똥 눌때마다 비데를 꼭 써야 되거든요. 근데 여기 화장실에는 비데가 없어가지고."
"그게, 거기를 청결하게 관리하지 않으면 나중에 엄청 가려워지는 병이라 똥 눌때마다 비데를 꼭 써야 되거든요. 근데 여기 화장실에는 비데가 없어가지고.","아무리 그래도 그렇지. 회사 화장실에서 엉덩이 까고 뭐하는 짓이야, 추잡스럽게."
"아무리 그래도 그렇지. 회사 화장실에서 엉덩이 까고 뭐하는 짓이야, 추잡스럽게.","아 추잡시럽긴 뭐가 추잡스러워. 뭐 너보고 닦아달랬냐? 지 손갖고 지가 닦는데 니가 뭔상관이여. 병재, 괜찮아. 신경쓰지 말고 얼른 일혀."
"아 추잡시럽긴 뭐가 추잡스러워. 뭐 너보고 닦아달랬냐? 지 손갖고 지가 닦는데 니가 뭔상관이여. 병재, 괜찮아. 신경쓰지 말고 얼른 일혀.",네.
네.,"아이, 뭐 저런놈이 다 있."
"아이, 뭐 저런놈이 다 있.",그러게요. 아 살다살다 저렇게 많이 아픈애는 또 처음이에요. 이름이 병재라 병약한가?
그러게요. 아 살다살다 저렇게 많이 아픈애는 또 처음이에요. 이름이 병재라 병약한가?,"아 그라믄, 너는 지순이라 지랄하는거여?"
야. 내놔. 내 운동화야.,뭐 어때서. 너도 내꺼 신잖아. 형 한 번만 신자. 응?
뭐 어때서. 너도 내꺼 신잖아. 형 한 번만 신자. 응?,싫어. 난 니가 내 신발 신는거 싫어.
"어, 왔냐? ",네…아버지~준비 다 하셨어요? 
네…아버지~준비 다 하셨어요? ,"어. 에이~나쁜 년!  내가 그때 얼마나 울화가 터졌는지 아냐?  도둑년 같으니라고,, 내가 덜커덕 해주는게 아니었는데,,,이가 시원찮아서 아무것도 못먹는다고 하길래,,, 내가 틀니 하나 해줬더니,, 어떻게 그걸 달라당 해끼고 도망갈줄 누가 알았겠니? "
"어. 에이~나쁜 년!  내가 그때 얼마나 울화가 터졌는지 아냐?  도둑년 같으니라고,, 내가 덜커덕 해주는게 아니었는데,,,이가 시원찮아서 아무것도 못먹는다고 하길래,,, 내가 틀니 하나 해줬더니,, 어떻게 그걸 달라당 해끼고 도망갈줄 누가 알았겠니? ","근데,,, 그거 치과에서 몇 번 왔다갔다 하면서 맞추라고 그랬는데.. 제대로 맞았는지 모르겠네. "
"근데,,, 그거 치과에서 몇 번 왔다갔다 하면서 맞추라고 그랬는데.. 제대로 맞았는지 모르겠네. ",알게 모냐? 그래도 나는 지가 해달라는 데로 다 해줬어. 그리고 너한테도 오리털 잠바 하나 뺏어 입고 갔잖아. 
알게 모냐? 그래도 나는 지가 해달라는 데로 다 해줬어. 그리고 너한테도 오리털 잠바 하나 뺏어 입고 갔잖아. ,"뺏어 입기는,,,무슨... 내가 이모 잠바하나 사줄 수도 있는거지. 뭐, 비싼 것도 아니고,,,, 이모는 못할 꺼라고 했잖아요. 장갑 챙기세요. 아직 추워요. "
"뺏어 입기는,,,무슨... 내가 이모 잠바하나 사줄 수도 있는거지. 뭐, 비싼 것도 아니고,,,, 이모는 못할 꺼라고 했잖아요. 장갑 챙기세요. 아직 추워요. ","지 언니가 쓰러졌다고 하니까, 불쌍해서 어떡하냐며 엉엉 울더라.  그러면서 지가 지 언니 끝까지 챙기겠다고 하는데,,, 내가 그걸 안믿니?  으휴~사기꾼 같은 년! 그런 년이 어떻게 죽을 복은 타고 났는지... 자~어여, 가자!"
잠깐만 사장님 올 수도 있어.,월요일 쉬는 날이야.
월요일 쉬는 날이야.,아니 사실 그게 아니라. 이게 좀 웃기잖아.
아니 사실 그게 아니라. 이게 좀 웃기잖아.,왜 뭐 뭐가?
왜 뭐 뭐가?,어떻게. 여자가 여자 가슴을 만져.
어떻게. 여자가 여자 가슴을 만져.,난 그런 적 없는데.
난 그런 적 없는데.,나 레즈가 아니야.
이따 해질무렵 되면은 바닷물이 얼마나 차오르는지 보일거야.,그럼 그때까지 뭐해요?
그럼 그때까지 뭐해요?,어? 자유시간? 아 근데 너네 서로 이름은 알아?
뭐? 아니 그럼 너 정대리때문에 관둔거란 말야?,예.
예.,"와, 이 인간 그래놓고 나한테는 아무것도 모른다고 딱 잡아떼고, 아오 어이없어서 정말. 영자씨!"
"와, 이 인간 그래놓고 나한테는 아무것도 모른다고 딱 잡아떼고, 아오 어이없어서 정말. 영자씨!","어, 사장님. 언제 오셨어요?"
"어, 사장님. 언제 오셨어요?","어디갔다와? 아니, 이영애 디자인 너무 잘 나가는거 아니야? 알바로 두식이까지 들이고?"
"어디갔다와? 아니, 이영애 디자인 너무 잘 나가는거 아니야? 알바로 두식이까지 들이고?",뭘요.
"영애야, 잠깐만. 앞으론 엘리베이터 타고 다녀.",뭐?
뭐?,"너 나랑 마주치는거 불편해서 계단으로 다니잖아, 그러지마. 앞으론 내가 계단으로 다닐게."
"너 나랑 마주치는거 불편해서 계단으로 다니잖아, 그러지마. 앞으론 내가 계단으로 다닐게.","야, 김산호! 그럴 필요 없어. 생각해보니까 너랑 나랑 엊그제 헤어져서 미련이 남은 사이도 아니고, 이미 다 정리된 마당에 뭐 굳이 그렇게 피해다닐 필요가 있나 싶다. 앞으로는 서로 의식하지말고 모르는 사람처럼 지내자. 알겠지?"
우와 진짜 출세했다 비서까지 대동하고,아니 뭘요 아 일어들 나실까요? 커피도 제가 대접할게요
아니 뭘요 아 일어들 나실까요? 커피도 제가 대접할게요,커피?
커피?,그래 잘나가는 사장님이 대접 좀 하신다는데 난 제일로 비싼 커피 좀 마셔야겠다
그래 잘나가는 사장님이 대접 좀 하신다는데 난 제일로 비싼 커피 좀 마셔야겠다,그러세요 가시죠
그러세요 가시죠,아유 먼저들 나가있어 나 물빼러 화장실 좀
아유 먼저들 나가있어 나 물빼러 화장실 좀,나도
나도,나도
나도,어 그래 야 뭐야 어떻게 된거야? 너 어제까지만 해도 생활비 줄 돈도 없단 년이
어 그래 야 뭐야 어떻게 된거야? 너 어제까지만 해도 생활비 줄 돈도 없단 년이,어 오늘 대금 들어왔거든
어 오늘 대금 들어왔거든,그래? 잘 됐다 잘 됐어 아니 근데 너 저 박비서는 또 뭐냐? 너 직원 하나에 알바 하나 쓴다고 하지 않았어?
그래? 잘 됐다 잘 됐어 아니 근데 너 저 박비서는 또 뭐냐? 너 직원 하나에 알바 하나 쓴다고 하지 않았어?,어 알바야 쟤가 좀 오바하는거야 냅둬 그냥
어 알바야 쟤가 좀 오바하는거야 냅둬 그냥,그래? 암튼 이왕 온김에 엄마 기 좀 팍팍 살려라
그래? 암튼 이왕 온김에 엄마 기 좀 팍팍 살려라,여부가 있겠어? 그럴려고 온건데?
야 오늘 너희 집에서 자도되냐?,완전 지 집이야.. 미친놈
완전 지 집이야.. 미친놈,아 왜~ 안돼?
아 왜~ 안돼?,아~ 안된다곤 안했는데
아~ 안된다곤 안했는데,새끼 씨 뭐야 이씨
"뭐 하는 수작이야, 지금? 이러다 어제처럼 또 무슨 핑계를 대면서 엉기려고!",뭐? 엉기긴 누가 엉겨? 얘 진짜 웃긴 애네. 어제 먼저 입술 들이댄 건 너거든?
뭐? 엉기긴 누가 엉겨? 얘 진짜 웃긴 애네. 어제 먼저 입술 들이댄 건 너거든?,그 전에 오빠가 나 끌어안았잖아.
그 전에 오빠가 나 끌어안았잖아.,"아, 그건 니가 넘어질까 봐 그런 거고, 지금처럼. 아, 그러고 보니까 이거 완전 상습범이네!"
"아, 그건 니가 넘어질까 봐 그런 거고, 지금처럼. 아, 그러고 보니까 이거 완전 상습범이네!",뭐? 지금 말 다 했어? 다 했냐고!
뭐? 지금 말 다 했어? 다 했냐고!,너 지금 나 밀쳤냐?
너 지금 나 밀쳤냐?,"그래, 밀쳤다. 어쩔래?"
"그래, 밀쳤다. 어쩔래?","이게 진짜? 야, 봐 주니까 한도 끝도 없어. 혼나볼래?"
"이게 진짜? 야, 봐 주니까 한도 끝도 없어. 혼나볼래?",왜 꼬집어!
봤지? 나도 두식이 형이랑 뽀뽀했어. 이제 너랑 나랑 쌤쌤이니까 미안해하지 않기다.,어? 어..
어? 어..,가자. 바래다 줄게
"다, 당신이 여기 어떻게.","이 사장이 연락해 줘서 왔어. 비즈니스 하러 간다더니 여자 끼고 모텔 오는 게 비즈니스니, 넌?"
"이 사장이 연락해 줘서 왔어. 비즈니스 하러 간다더니 여자 끼고 모텔 오는 게 비즈니스니, 넌?","여보, 오해야."
"여보, 오해야.",오해? 오해 좋아하시네. 너 저번에 걸렸을 때도 오해라고 했어.
오해? 오해 좋아하시네. 너 저번에 걸렸을 때도 오해라고 했어.,"그, 내 말은 그 때도 오해고 지금도 오."
"그, 내 말은 그 때도 오해고 지금도 오.","입 닥쳐. 너 가라오케에서 이 사장한테 50만원 어치 얻어 쳐먹었다며? 그 돈 지금 물어주고 오는 길이거든? 어? 이리 와, 너 이리 와, 씨. 너 당장 이혼 서류에 도장 찍어. 아니, 이혼 서류에 도장 찍기 전에 사망 신고서에 싸인부터 하자, 이 더러운 새끼야. 너 오늘 죽었어, 나한테."
"어, 정대리님. 아까 청첩장 떨어져 있길래 제가 사장실에 갔다놨습니다.",뭐?
여기서 뭐해 안들어오고? 들어가자.,오빠. 우리 그만만나
오빠. 우리 그만만나,뭐? 그만 만나자니? 나 대충 잘못 들은거 맞지?
뭐? 그만 만나자니? 나 대충 잘못 들은거 맞지?,아니. 제대로 들었어. 그만 만나 우리.
아니. 제대로 들었어. 그만 만나 우리.,갑자기 왜그래? 내가 뭐 잘못했어?
갑자기 왜그래? 내가 뭐 잘못했어?,아니야. 오빠 잘못한거 하나도 없어. 처음부터 잘못된 만남이었어. 이유는 묻지말고 내가 하자는대로 해.
아니야. 오빠 잘못한거 하나도 없어. 처음부터 잘못된 만남이었어. 이유는 묻지말고 내가 하자는대로 해.,뭐야. 납득할 수 있게 얘기를 해.
뭐야. 납득할 수 있게 얘기를 해.,"나 예전에, 두식 오빠랑 술 먹고 뽀뽀했어. 됐어? 오빠 충격받을까봐 말 안할라고 했는데. 내가 죽일년 이야. 그래서 처음에 오빠랑 안사귈라고 했는데 오빠랑 너무 멋있어서 욕심이 났어. 미안해 그니까 그만 만나."
"나 예전에, 두식 오빠랑 술 먹고 뽀뽀했어. 됐어? 오빠 충격받을까봐 말 안할라고 했는데. 내가 죽일년 이야. 그래서 처음에 오빠랑 안사귈라고 했는데 오빠랑 너무 멋있어서 욕심이 났어. 미안해 그니까 그만 만나.",너 혹시 두식이 형한테 미련남았니?
너 혹시 두식이 형한테 미련남았니?,뭐? 무슨 소리야. 미련이라니 그런거 없거든. 우리 이제 @@나 다름없어.
뭐? 무슨 소리야. 미련이라니 그런거 없거든. 우리 이제 @@나 다름없어.,울긴 왜 울어.두 사람 정리한거면 이제 아무 문제 없는거잖아.
울긴 왜 울어.두 사람 정리한거면 이제 아무 문제 없는거잖아.,문제가 없긴. 두식오빠가 오빠 얼굴 보기 껄끄럽다고 헤어지래.
문제가 없긴. 두식오빠가 오빠 얼굴 보기 껄끄럽다고 헤어지래.,뭐? 두식이 형이?
뭐? 두식이 형이?,그리고 나도 오빠보기 너무 미안하고.
그리고 나도 오빠보기 너무 미안하고.,저 형이 진짜. 현영아. 똑바로 봐.
"시방 이 판국에 청첩장을 내밀어야? 내 대갈빡이야 조사져부리든가 말든가 걍 니 결혼식 가가꼬 돈이나 쳐 내줬음 좋겠냐, 이 염병을 오사를 놈아?","사장님, 그게 아니라요, 저 두식이가"
"사장님, 그게 아니라요, 저 두식이가","주둥이 못닫냐, 못닫아? 지금 회사가 요 모냥, 요 꼴인데 니깟놈 결혼식이 뭐 그리 대단해서 청첩장을 돌려쌌냐, 돌려싸기를?"
"주둥이 못닫냐, 못닫아? 지금 회사가 요 모냥, 요 꼴인데 니깟놈 결혼식이 뭐 그리 대단해서 청첩장을 돌려쌌냐, 돌려싸기를?","아, 사장님, 저 고정하세요. 오해하신 거예요."
"아, 사장님, 저 고정하세요. 오해하신 거예요.","예, 제가 좀 아까 잘못 알고"
"예, 제가 좀 아까 잘못 알고","아이, 시끄러! 아무튼 너처럼 경우없는 놈 결혼식에는 내 갈 맴이 개미 똥구녕만큼도 없은게, 나한테 축의금 건질 생각은 하덜덜덜 말어! 알겠냐?"
"아이, 시끄러! 아무튼 너처럼 경우없는 놈 결혼식에는 내 갈 맴이 개미 똥구녕만큼도 없은게, 나한테 축의금 건질 생각은 하덜덜덜 말어! 알겠냐?",예.
"어, 영애야.","야, 김산호. 왜 전화했어, 지금 시간이 몇 신데 전화질이야?"
"야, 김산호. 왜 전화했어, 지금 시간이 몇 신데 전화질이야?","야, 전화 응당 네가 건 거거든? 너 취했구나, 혀 꼬인게."
"야, 전화 응당 네가 건 거거든? 너 취했구나, 혀 꼬인게.","꼬이긴 뭐가 꼬여. 나 지금 완전 멀쩡하거든? 내 혀, 지금 완전 일자로 뻗어있거든?"
"꼬이긴 뭐가 꼬여. 나 지금 완전 멀쩡하거든? 내 혀, 지금 완전 일자로 뻗어있거든?","그만 마시고 얼른 자라, 영애야, 응?"
"그만 마시고 얼른 자라, 영애야, 응?","잠이 와야 잠을 자지, 잠이 와야! 산호야, 나 좀 도와주라, 응? 그 휴양림 대금 좀 먼저 땡겨받게 해주면 안될까?"
"잠이 와야 잠을 자지, 잠이 와야! 산호야, 나 좀 도와주라, 응? 그 휴양림 대금 좀 먼저 땡겨받게 해주면 안될까?",뭐?
뭐?,"나 우리애들 월급 줘야돼, 우리 애들 고생이 말이 아니야. 나 우리엄마 생활비도 줘야되고, 우리 애들 무슨 죄니, 우리 엄만 또 무슨 죄야."
"나 우리애들 월급 줘야돼, 우리 애들 고생이 말이 아니야. 나 우리엄마 생활비도 줘야되고, 우리 애들 무슨 죄니, 우리 엄만 또 무슨 죄야.","야, 울지마, 응?"
"야, 울지마, 응?",얼마라도 좀 먼저 챙겨주면 안되겠니?
얼마라도 좀 먼저 챙겨주면 안되겠니?,"야, 영애야, 저. 야, 이영애. 여보세요? 여보세요? 야, 영애야. "
예은이란 학생이 이번에도 만점인가요? ,네 아마 그럴겁니다. 
네 아마 그럴겁니다. ,아직 성적표가 안떠서
아직 성적표가 안떠서,아마 관리만 잘하면 문제 없을겁니다.
아마 관리만 잘하면 문제 없을겁니다.,그래요? 만점자 하나 끼고 있으면 좋죠. 끝까지 잘해서 둘이 한 번 잘 만들어봐요. 
그래요? 만점자 하나 끼고 있으면 좋죠. 끝까지 잘해서 둘이 한 번 잘 만들어봐요. ,네 대표님 
집으로 가던가,내가 거길 왜가
내가 거길 왜가,야 내가 낼 델따줄께
야 내가 낼 델따줄께,됐거든
사장님 오늘 진짜 왜 이러세요?,내가 뭘?
내가 뭘?,아니 왜 사사건건 조사장 역성을 드시냐구요 영애씨 편을 들어주셔도 모자랄 판국에
아니 왜 사사건건 조사장 역성을 드시냐구요 영애씨 편을 들어주셔도 모자랄 판국에,내가 왜 편을 들어줘? 나같은건 안중에도 없는 사람인데 돈독이 오를대로 올랐어
내가 왜 편을 들어줘? 나같은건 안중에도 없는 사람인데 돈독이 오를대로 올랐어,아니 무슨 말씀이세요? 돈독이 오르다니요? 돈이 궁해서 우리 일 맡은 사람한테?
아니 무슨 말씀이세요? 돈독이 오르다니요? 돈이 궁해서 우리 일 맡은 사람한테?,무슨 소리야?
무슨 소리야?,아 실은 제가 배신때리고 나서 삼계탕 프랜차이즈 일도 엎어졌었대요 그 바람에 회사 문 닫을 생각도 했었구요
아 실은 제가 배신때리고 나서 삼계탕 프랜차이즈 일도 엎어졌었대요 그 바람에 회사 문 닫을 생각도 했었구요,뭐?
뭐?,오죽했음 애들 월급 줄려고 이자카야에서 서빙 알바까지 했겠어요 
오죽했음 애들 월급 줄려고 이자카야에서 서빙 알바까지 했겠어요 ,뭐 서 서빙 알바까지 했다고?
뭐 서 서빙 알바까지 했다고?,네 그래서 뭐 김산혼지 그쪽 일도 그렇고 우리 일까지 어쩔수 없이 맡게된거예요
네 그래서 뭐 김산혼지 그쪽 일도 그렇고 우리 일까지 어쩔수 없이 맡게된거예요,그걸 왜 이제 얘기해?
그걸 왜 이제 얘기해?,아니 영애씨가 쪽팔리다고 말하지 말라 그랬단 말이예요 
"야 그러게, 술 마시잰다고 따라가면 어떡해. 너 아직 고등학교 졸업도 안했어, 인마.",잘못했어. 그니까 잔소리 좀 그만해.
잘못했어. 그니까 잔소리 좀 그만해.,너 이러고 다니는거 엄마가 알면.
너 이러고 다니는거 엄마가 알면.,엄마한테도 그렇게 말해.
엄마한테도 그렇게 말해.,뭐? 진짜? 진짜 목포 내려갈꺼야?
뭐? 진짜? 진짜 목포 내려갈꺼야?,어.
어.,"어휴, 잘 생각했다. 아유, 어떻게 기특한 생각을 다 했어."
"어휴, 잘 생각했다. 아유, 어떻게 기특한 생각을 다 했어.","그러니까 내 걱정은 말고, 잘 부탁해 삼촌."
"그러니까 내 걱정은 말고, 잘 부탁해 삼촌.",뭘 잘 부탁해.
뭘 잘 부탁해.,남자 대 남자로써 하는 부탁이야. 잘해줘. 울리지 말고.
시방 이 판국에 그깟놈 결혼식이 뭐그리 대단해서,라과장 고소할 생각이세요?
라과장 고소할 생각이세요?,조덕제를 물로 봐부러도 유분수지
조덕제를 물로 봐부러도 유분수지,인자 직장도 없는디 언능 싸게 안꺼지냐?
인자 직장도 없는디 언능 싸게 안꺼지냐?,아유 대갈빡이야
아유 대갈빡이야,야 이 뚱땡아!
왜 쫓아 오는 거에요?,내가 조덕제 그 인간한테 욕 한바탕 퍼붓고 나왔거든
헛. 올려. ,아 뭐긴 뭐야. 우울한 널 위한 선물이라규. 이거보고 우울한 기분 싹 날려버리라규 영채야.
아 진짜 ,뭐하는거야
뭐하는거야,싸구려 모텔이라 그런가 치약에서 샴푸맛이 나네
"일찍 들어가야 된다더니 여기서 뭐해? 뭐야, 안주 안 시켰어? 여기 꼼장어 구이 하나 주세요.","아, 예."
"아, 예.","라 과장... 아니, 라 부장, 꼼장어 구이 소름끼치게 좋아하잖아. 그지? 왜 그렇게 쳐다 봐? 라 부장한테 쏘라 그럴까 봐? 으이고, 내가 계산할 테니까 그런 걱정 가득한 표정은 넣어 둬, 넣어 둬."
"라 과장... 아니, 라 부장, 꼼장어 구이 소름끼치게 좋아하잖아. 그지? 왜 그렇게 쳐다 봐? 라 부장한테 쏘라 그럴까 봐? 으이고, 내가 계산할 테니까 그런 걱정 가득한 표정은 넣어 둬, 넣어 둬.",아까 옥상에서 들은 얘긴 비밀로 해 주세요. 괜히 사람들 입에 오르내리기 싫어요.
아까 옥상에서 들은 얘긴 비밀로 해 주세요. 괜히 사람들 입에 오르내리기 싫어요.,그런 사정 있으면 진작 얘기하지 그랬어. 그럼 윤 과장이랑 정 대리도 이해했을 텐데.
그런 사정 있으면 진작 얘기하지 그랬어. 그럼 윤 과장이랑 정 대리도 이해했을 텐데.,그래 봤자 뭐가 달라지나요. 영애 씨 배신 때린 나쁜 년인 거 똑같지.
그래 봤자 뭐가 달라지나요. 영애 씨 배신 때린 나쁜 년인 거 똑같지.,"라 부장, 사람들한테 면목 없고 미안한 마음에 더 날 세우는 건 알겠는데 그러지 마. 서로 오해밖에 더 쌓이겠어? 이왕 이렇게 된 거 사람들이랑 잘 지내. 힘 내고."
"라 부장, 사람들한테 면목 없고 미안한 마음에 더 날 세우는 건 알겠는데 그러지 마. 서로 오해밖에 더 쌓이겠어? 이왕 이렇게 된 거 사람들이랑 잘 지내. 힘 내고.",사장님은 제가 밉지도 않으세요?
사장님은 제가 밉지도 않으세요?,"밉긴. 따지고 보면 다 내 탓인데. 내가 망하지만 않았어도 영자 씨랑 라 부장이 잘릴 일도 없었을 테고, 그럼 이럴 일도 없었을 텐데. 내가 죄인이지, 뭐. 미안해."
"선호! 선호는 무슨 죄냐? 선호 걔 내 친동생 같은 애야. 근데 그런 애가 아무것도 모르고 나랑 뽀뽀까지 한 여자랑 사귄다는데 가만히 있냐? 그러면? 헤맑은 우리 선호가 알면 얼마나 충격이겠냐. 선호랑 같이 사는 나는, 친형 같은 나는, 양심에 찔려서 얼굴도 못보겠어. 그냥 죄 진 사람마냥 가슴이 콩닥 거려서 그냥 죄 진 사람 처럼 가슴이 콩닥거려서 그 자식이랑 같이 사는 것도 지옥같다고. 근데 너는? 그냥 아무렇지 않게 선호랑 사귀는게 말이되냐?",뭐야?
뭐야?,"괜히 애한테 상처주지말고, 다른 핑계를 대서라도 빨리 정리해라. 아유 우리 불쌍한 선호, 행여나 알게되면 얼마나 상처를 받을까? 어유. 상상만해도 가슴이 아파서 눈물이 나네."
그놈의 승질머리만 안피우고 식 올렸으면 오늘이 2주년 결혼기념일이었을거 아니야.,"아, 다 지난 이야기 새삼스럽게해서 뭐해."
"아, 다 지난 이야기 새삼스럽게해서 뭐해.",기가 막히니까 그렇지. 다이아몬드 호텔인지 나발인지 식장까지 다 잡아놓고 파토를 냈으니. 
기가 막히니까 그렇지. 다이아몬드 호텔인지 나발인지 식장까지 다 잡아놓고 파토를 냈으니. ,그렇게라도 끝난게 다행이지. 그 집 아버지는 검사여서 괜찮았지만 그 욕심많은 시어머니 옆에서 영애가 어떻게 버텨?
그렇게라도 끝난게 다행이지. 그 집 아버지는 검사여서 괜찮았지만 그 욕심많은 시어머니 옆에서 영애가 어떻게 버텨?,"강남 사모님 아니여. 그리고 산호 걔, 인물이 좀 좋아?"
아 진짜로? 아이 그럼 앞으로 못생긴 직원이 잘생긴 직원 집으로 들어가는거야?,싸우지들 말고 잘 지내 그때 휴양림에서 봤지? 사장님 화나면 무서운거
싸우지들 말고 잘 지내 그때 휴양림에서 봤지? 사장님 화나면 무서운거,네 
네 ,이제 안 싸울거예요 
이제 안 싸울거예요 ,그래 사장님 속 썩이지 말고 잘해 너희들 한테 얼마나 끔찍한데 
그래 사장님 속 썩이지 말고 잘해 너희들 한테 얼마나 끔찍한데 ,알아요 
알아요 ,걱정 하지 마세요 
걱정 하지 마세요 ,그래 들어가 봐 
그래 들어가 봐 ,네 들어가보겠습니다
네 들어가보겠습니다,안녕히 가세요 
안녕히 가세요 ,그래 그래 들어가
그래 그래 들어가,네 
네 ,택시 탈꺼지?
택시 탈꺼지?,산호야 아까 너 나간 사이에 소장님 전화 내가 대신 받았어 일정 좀 조율하자고 내일 아침에 전화 달라 하시더라
산호야 아까 너 나간 사이에 소장님 전화 내가 대신 받았어 일정 좀 조율하자고 내일 아침에 전화 달라 하시더라,어 저 딴 얘긴 없었고?
어 저 딴 얘긴 없었고?,대금 챙겨준거 니 돈이지?
대금 챙겨준거 니 돈이지?,어?
어?,소장님께 들었어 관례상 미리 못 준다고 하셨다며 
소장님께 들었어 관례상 미리 못 준다고 하셨다며 ,아 저 그게 영애야 그럴려고 그런건 아니고 내가 빌려주면은 니가 선뜻 받을거 같지도 않고 어차피 뭐 받아야 될 돈이고
아 저 그게 영애야 그럴려고 그런건 아니고 내가 빌려주면은 니가 선뜻 받을거 같지도 않고 어차피 뭐 받아야 될 돈이고,고맙다 
고맙다 ,어?
어?,고맙다고 
고맙다고 ,고맙긴
"자기야, 멀었어?","다 끝나가, 오빠~"
"다 끝나가, 오빠~","야식 왔나 보다. 자기야, 빨리 나와~ 족발 얼마예요?"
"예, 송 사장님.","이 사장, 어떡하지? 나 급한 일이 생겨서 지금 들어가 봐야할 것 같은데?"
"이 사장, 어떡하지? 나 급한 일이 생겨서 지금 들어가 봐야할 것 같은데?","예? 아니, 그, 그럼 저희 일 얘기는 어떻게."
"예? 아니, 그, 그럼 저희 일 얘기는 어떻게.","어, 그건 내일 점심 먹으면서 얘기해 보자고. 참, 계산서는 이 사장 백 위에 올려놨어. 잘 먹었어. 내일 봐."
뭐야? 아 지금 뭐하는거야.,작별 뽀뽀요.
아 진짜 괜찮겠어,아니야 진짜 괜찮아 혼자가도되
아니야 진짜 괜찮아 혼자가도되,야 해장이나 한잔하고가자 아 한잔이래 참 여기 칼국수집 기가막힌데가 있거든 너 칼국수 좋아하잖아
야 해장이나 한잔하고가자 아 한잔이래 참 여기 칼국수집 기가막힌데가 있거든 너 칼국수 좋아하잖아,아니야 집에 갈래 정리해야 할것도 좀 있구
아니야 집에 갈래 정리해야 할것도 좀 있구,어디로가
어디로가,난 이쪽
난 이쪽,그래 그래가자 
그래 그래가자 ,난 이쪽으로 가야되
자기가 만든 텃밭이라고 저렇게 해작질을 하는거여 아니 이지랄을 하면서 회사를 난장피워놨당께 이제껏 작업한 시간 다 들었다고 노트북까지 들고간거여 ,라과장님 근데 도게되게 잽싸시다
라과장님 근데 도게되게 잽싸시다,라과장이 진짜 이러고 갔다고?
라과장이 진짜 이러고 갔다고?,아 보고다 모른다가 그나저나 전사장은 참 운도 좋아 이런 더러운 꼴은 싹 피해가고 나만 겪게 만들고잉 아니 왜 둘만 와 못잡은거여?
이건 어쩌지?,그냥.. 저 주시면 되죠..
그려 인자야 이거 제대로 접대를 하는구마 이?,그쵸? 영애씨 춤 잘 추죠? 아 신나 
그쵸? 영애씨 춤 잘 추죠? 아 신나 ,응 그려 그려 우리도 나가 놀자거 이? 나가 나가 나가 
누나,응? 시험은 잘 봤어?
응? 시험은 잘 봤어?,몰라 성적 나와봐야 알지
몰라 성적 나와봐야 알지,야 열심히 좀 해 
야 열심히 좀 해 ,내 걱정할 떄야 누나가?
내 걱정할 떄야 누나가?,죽을래? 이거 고모 갔다드려
죽을래? 이거 고모 갔다드려,아빠 만났어?
아빠 만났어?,응 아빠가 공부 안한다고 나한테 뭐라고 하잖아 
응 아빠가 공부 안한다고 나한테 뭐라고 하잖아 ,엄마는?
엄마는?,응? 아직 엄마 바쁜가봐
응? 아직 엄마 바쁜가봐,응 근데 뭐 내가 밤 늦게 들어가서 아침 일찍 나오니까 별로 뵐 일도 없어  
응 근데 뭐 내가 밤 늦게 들어가서 아침 일찍 나오니까 별로 뵐 일도 없어  ,나도 뭐 방에서 공부만 해 이제 얼른 가. 가서 공부해 
나도 뭐 방에서 공부만 해 이제 얼른 가. 가서 공부해 ,맨날 공부만 하래 누나도 얼른 들어가 
맨날 공부만 하래 누나도 얼른 들어가 ,너 돈 있어?
너 돈 있어?,어? 누나 돈 필요해? 나 돈 없는데 
라과장님,얼른 타 얼른 타
얼른 타 얼른 타,무슨 일이에요
무슨 일이에요,출발 아오 얼른 출발해 출발
어? 엄마다. ,왜 이렇게 늦었어 엄마. 
왜 이렇게 늦었어 엄마. ,어. 엄마가 생각할게 좀 많아서 바람 좀 쐬고 왔어. 뭐야? 집이 왜 이렇게 깨끗해? 아빠 왔어?
어. 엄마가 생각할게 좀 많아서 바람 좀 쐬고 왔어. 뭐야? 집이 왜 이렇게 깨끗해? 아빠 왔어?,아니. 낮에 영애이모 왔다 갔어.
아니. 낮에 영애이모 왔다 갔어.,엄마 이모가 다 치우고 짜잔. 형이랑 나 용돈도 줬다? 
