Q,A
뭐야?,형이야 말로 누굴 가르칠 자격이 되냐고. 세상을 이렇게 편견 가득찬 눈으로 보는데. 날 대하는 태도만 봐도 딱 보여. 취직도 못하고 공무원이나 되겠다고 그러는 인간들이 얼마나 한심해보일까. 그 사람들 가르치기 이전에 진심으로 걱정하고 위로해본 적도 없지?
형이야 말로 누굴 가르칠 자격이 되냐고. 세상을 이렇게 편견 가득찬 눈으로 보는데. 날 대하는 태도만 봐도 딱 보여. 취직도 못하고 공무원이나 되겠다고 그러는 인간들이 얼마나 한심해보일까. 그 사람들 가르치기 이전에 진심으로 걱정하고 위로해본 적도 없지?,뭐야?
뭐야?,"적어도 이 쌤한텐 그런 진심이 있거든. 아, 뭐, 내가 보기엔 형보다 백배천배 괜찮은 선생님이라고."
"적어도 이 쌤한텐 그런 진심이 있거든. 아, 뭐, 내가 보기엔 형보다 백배천배 괜찮은 선생님이라고.","야. 너 오늘 처음 수업들었으면서 무슨 진심을 얼마나 그렇게 대단하게 느꼈길래. 아, 그래서 그 진심을 느껴서 그 물티슌지 휴진지 그거 냉큼 돌리라고 시키니까 그거 뺑뺑 돌리고 앉았던 거냐?"
"야. 너 오늘 처음 수업들었으면서 무슨 진심을 얼마나 그렇게 대단하게 느꼈길래. 아, 그래서 그 진심을 느껴서 그 물티슌지 휴진지 그거 냉큼 돌리라고 시키니까 그거 뺑뺑 돌리고 앉았던 거냐?","아, 시키긴 누가 시켜? 내가 자발적으로 돌린 거거든? 설마 쌤한테 가서 뭐라 한 거 아니지? 그러지 마라. 어, 안 그래도 쓸데없는 짓 하고 혼났으니까."
"아, 시키긴 누가 시켜? 내가 자발적으로 돌린 거거든? 설마 쌤한테 가서 뭐라 한 거 아니지? 그러지 마라. 어, 안 그래도 쓸데없는 짓 하고 혼났으니까.",뭐?
그렇군요.,식중독으로 인한 장염탈수증상 있으니 죽 말고 다른음식은 절대 드시면 안되요. 아셨죠?
식중독으로 인한 장염탈수증상 있으니 죽 말고 다른음식은 절대 드시면 안되요. 아셨죠?,네.
아오 짜증나!,"어 죄송합니다, 저 때문에 시끄러우셨습니까?"
"어 죄송합니다, 저 때문에 시끄러우셨습니까?",뭔 소리야? 너 뭐 소리냈어?
뭔 소리야? 너 뭐 소리냈어?,"아, 아뇨. 그럼 왜 짜증나신다고..."
"아, 아뇨. 그럼 왜 짜증나신다고...","아휴, 나도 연애가 하고 싶어서 그런다, 왜?"
"아휴, 나도 연애가 하고 싶어서 그런다, 왜?",연애요?
연애요?,"가뜩이나 옆구리 시려 죽겠는데, 자료조사 한답시고서 남의 연애 얘기나 보고 있자니까 짜증나서 그러지. 아, 내 여자친구는 도대체 어디있는거냐? 만나기만 해봐 그냥, 확 그냥! 잘해줄테니까."
어휴 그렇게 고마우면 사골국을 보낼것이지 왜 사골을 보내. 다 자기 일인줄도 모르고 좋아하긴. ,에이 우린 굿이나 보고 떡이나 먹으면 되죠. 전 영애누나 다 끓이면 한 냄비 얻어가서 신정에 떡국 끓여먹을거에요.
에이 우린 굿이나 보고 떡이나 먹으면 되죠. 전 영애누나 다 끓이면 한 냄비 얻어가서 신정에 떡국 끓여먹을거에요.,뭐? 스잘 너 진짜? 쓰잘데기 있는 말이네. 나도 그래야겠어. 
오늘 정말 즐거웠어요,네 조심히 가세요
네 조심히 가세요,갈게요
갈게요,네
아니 근데 그건 뭐야?,"아, 윤차장님 어머님께서 감주 담가주셨어요."
"아, 윤차장님 어머님께서 감주 담가주셨어요.","아, 설이라고 집에 갔다 오셨구나. 집엔 별 일 없죠?"
"아, 설이라고 집에 갔다 오셨구나. 집엔 별 일 없죠?",오랜만에 뵈니 엄니가 많이 늙으셨더라고. 자식키우는 재미에 세월가는 줄 모르고 있었는데.
오랜만에 뵈니 엄니가 많이 늙으셨더라고. 자식키우는 재미에 세월가는 줄 모르고 있었는데.,아닌데. 거울 보면 모르실 수 없는데. 윤차장님도 세월 정통으로 맞으셨어요.
아닌데. 거울 보면 모르실 수 없는데. 윤차장님도 세월 정통으로 맞으셨어요.,"그래, 수민씨. 새해 첫 날부터 덕담 고마워."
"그래, 수민씨. 새해 첫 날부터 덕담 고마워.",일찍들 출근했네. 안 그래도 줄 거 있었는데.
일찍들 출근했네. 안 그래도 줄 거 있었는데.,"어, 줄 거요? 혹시 건너뛰신 연말 보너스 대신에 새해 보너스 주시는 거냐규!"
"어, 줄 거요? 혹시 건너뛰신 연말 보너스 대신에 새해 보너스 주시는 거냐규!","아니 그건 아니고, 새해 판촉물 나와서 하나씩 주려던건데."
"아니 그건 아니고, 새해 판촉물 나와서 하나씩 주려던건데.","첫 월급 받은지가 엊그젠데, 무슨 보너스 타령이야? 그런 불량한 양심, 넣어둬, 넣어둬!"
"첫 월급 받은지가 엊그젠데, 무슨 보너스 타령이야? 그런 불량한 양심, 넣어둬, 넣어둬!","스잘, 이것 좀 뜯어 봐봐."
"스잘, 이것 좀 뜯어 봐봐.",예!
예!,"영자씨, 무슨 전화야?"
"영자씨, 무슨 전화야?","아, 김포에 있는 양조장이요. 디자인 시안 마음에 든다고 계약하재요."
"아, 김포에 있는 양조장이요. 디자인 시안 마음에 든다고 계약하재요.","아, 그, 큰 사장님 주당 막걸리에서 디자인한 거 보고 맘에 들어서 연락왔다던 거기요?"
"아, 그, 큰 사장님 주당 막걸리에서 디자인한 거 보고 맘에 들어서 연락왔다던 거기요?",네! 그 전통주 신제품 패키지 전부 우리한테 맡긴대요. 이번 일 잘 되면 구정보너스 두둑하게 쏠게요!
네! 그 전통주 신제품 패키지 전부 우리한테 맡긴대요. 이번 일 잘 되면 구정보너스 두둑하게 쏠게요!,"올해가 황금 개띠 해라, 고급스러운 황금색 강아지 저금통 주문한다고 그러지 않았어요?"
"올해가 황금 개띠 해라, 고급스러운 황금색 강아지 저금통 주문한다고 그러지 않았어요?",나는 분명히 그렇게 주문하게 했는데...
"이건 황금개가 아니라, 그냥 똥개네요.",같은 개띠로써 기분 영 별로네요.
같은 개띠로써 기분 영 별로네요.,"스잘, 너 올해 스물넷아냐? 스물넷이면 돼지띠인데?"
"스잘, 너 올해 스물넷아냐? 스물넷이면 돼지띠인데?","아, 제가 빠른 95라 나이는 스물넷인데 개띠예요."
"아, 제가 빠른 95라 나이는 스물넷인데 개띠예요.","아, 십이간지에 빠른년생까지 따지는 외국인은 너밖에 없을거다."
"아, 십이간지에 빠른년생까지 따지는 외국인은 너밖에 없을거다.","아이씨, 내가 주문한 디자인은 이런게 아닌데. 내가 업체에 전화해볼게."
"아이씨, 내가 주문한 디자인은 이런게 아닌데. 내가 업체에 전화해볼게.",왜요? 안 받아요?
왜요? 안 받아요?,어. 착신금지해놨네.
어. 착신금지해놨네.,아니 남의 새해 판촉물을 이렇게 만들어놓고 잠수를 타요? 야 이 회사 양심 정말 개같다규.
아니 남의 새해 판촉물을 이렇게 만들어놓고 잠수를 타요? 야 이 회사 양심 정말 개같다규.,그러게. 원래 맡기던 업체에 맡기자고 그랬잖아요.
그러게. 원래 맡기던 업체에 맡기자고 그랬잖아요.,"거긴 너무 올드하고 아재취향이라, 내 딴엔 새로 젊은 업체 뚫어보려고 했지."
"거긴 너무 올드하고 아재취향이라, 내 딴엔 새로 젊은 업체 뚫어보려고 했지.","차라리 아재 취향이 낫지, 이건 뭐 노년층부터 신생아층까지 싹 다 외면할만한 디자인인데요?"
"차라리 아재 취향이 낫지, 이건 뭐 노년층부터 신생아층까지 싹 다 외면할만한 디자인인데요?","이건 뭐, 급히 달력이라도 새로 찍어야 되나?"
"이건 뭐, 급히 달력이라도 새로 찍어야 되나?","그럼 돈만 이중으로 들잖아. 저금통 모양보고 쓰는 것도 아니고, 그냥 이거 거래처에 돌리고 올게."
경찰시험에 떨어졌다믄 이 양반이 옛날에 그 저 형사였다니께 너 시험보는데 좀 도움 될겨 우리 주승이 꼭 좀 부탁혀 잉?,아이 근데 저는 그 경찰대학을 나와서 경위부터 시작한거라서 공무원 시험은 따로 안봤는데 
아이 근데 저는 그 경찰대학을 나와서 경위부터 시작한거라서 공무원 시험은 따로 안봤는데 ,뭐여? 이런 니.. 저 저이 저 텃밭에 가서 거름주고 일좀혀 밥값좀햐  
뭐여? 이런 니.. 저 저이 저 텃밭에 가서 거름주고 일좀혀 밥값좀햐  ,아이 제가 저걸 왜
아이 제가 저걸 왜,제가 왜는? 경찰대학에서는 은혜를 입으면 값아라 그 정도도 안가르치남 밥값을 해야될거 아니여 그 비싼 전복죽을 쳐먹..
제가 왜는? 경찰대학에서는 은혜를 입으면 값아라 그 정도도 안가르치남 밥값을 해야될거 아니여 그 비싼 전복죽을 쳐먹..,공짜 아니에요?
공짜 아니에요?,공짜같은 소리 하고 앉았네 얼른 가서 햐 비싼 전복을 먹고는 어디가서 공짜..
공짜같은 소리 하고 앉았네 얼른 가서 햐 비싼 전복을 먹고는 어디가서 공짜..,공짜아니에요?
공짜아니에요?,뭘 공짜가 어딨어 여기여 거름으로 뭐해 여기 거름 있잖여. 너 어디가 너도 일로와 너도 있잖에다 일좀햐 속 시끄러울때는 그저 몸뚱이 움직이는게 최고여 여기 물도 좀 주고 거름 좀 주고 햐 아 뭐혀 
뭘 공짜가 어딨어 여기여 거름으로 뭐해 여기 거름 있잖여. 너 어디가 너도 일로와 너도 있잖에다 일좀햐 속 시끄러울때는 그저 몸뚱이 움직이는게 최고여 여기 물도 좀 주고 거름 좀 주고 햐 아 뭐혀 ,네 이거 할 할라고 했어요
어 손수바리. 너 톡 못받았냐?,받았는데요. 왜 오늘도 출근하지 말라고 하시는겁니까 작가님?
받았는데요. 왜 오늘도 출근하지 말라고 하시는겁니까 작가님?,아이 오늘은 채색할것도 없고 스토리만 짜면 되는데 뭘. 그냥 집에서 쉬어.
아이 오늘은 채색할것도 없고 스토리만 짜면 되는데 뭘. 그냥 집에서 쉬어.,평소엔 시놉짜실때도 저 부르시더니. 혹시 제가 고백한거 때문에 불편해서 그러시는 거면.
평소엔 시놉짜실때도 저 부르시더니. 혹시 제가 고백한거 때문에 불편해서 그러시는 거면.,아니야. 그런거.
아니야. 그런거.,그러면 왜 도대체 출근하지말라고 하시는겁니까? 작가님만 괜찮으시면 전 오늘 출근하고싶습니다.
그러면 왜 도대체 출근하지말라고 하시는겁니까? 작가님만 괜찮으시면 전 오늘 출근하고싶습니다.,얌마. 에효. 실은 내가.
얌마. 에효. 실은 내가.,작가님! 식중독이라뇨? 도대체 뭘 잘못드신겁니까?
작가님! 식중독이라뇨? 도대체 뭘 잘못드신겁니까?,아 별거아니야. 그냥 내가 컨디션이 좀 안좋았나봐.
아 별거아니야. 그냥 내가 컨디션이 좀 안좋았나봐.,아니 평소엔 유통기한 반년 지난거 드셔도 큰일한번보면 가뿐하시던 분이 이게 무슨 어쩌다가.
아니 평소엔 유통기한 반년 지난거 드셔도 큰일한번보면 가뿐하시던 분이 이게 무슨 어쩌다가.,그러게 말이다. 야 혹시라도 형한테는 말하지마라. 나 지방에 취재내려간다고 뻥쳐놨으니까.
그러게 말이다. 야 혹시라도 형한테는 말하지마라. 나 지방에 취재내려간다고 뻥쳐놨으니까.,아 네. 아 그리고 이거 아직 음식은 못드실거같고 그 심심하실까봐 만화책 몇권 갖고왔습니다.
아 네. 아 그리고 이거 아직 음식은 못드실거같고 그 심심하실까봐 만화책 몇권 갖고왔습니다.,오! 손수바리. 고맙다. 응. 이제 그만 가봐.
오! 손수바리. 고맙다. 응. 이제 그만 가봐.,아닙니다! 저도 여기서 작가님 병수발. 을 들면 작가님이 좀 부담스러우시겠죠? 가보겠습니다.
아닙니다! 저도 여기서 작가님 병수발. 을 들면 작가님이 좀 부담스러우시겠죠? 가보겠습니다.,그래. 잘가.
무슨 일로 보자고 했어요,저기 혹시 소개팅 안하시겠습니까
저기 혹시 소개팅 안하시겠습니까,그쪽이 날 뭘 안다고 소개팅을 해줘요
그쪽이 날 뭘 안다고 소개팅을 해줘요,"어, 제가 아는 남자중에 그쪽이랑 되게 잘어울릴 것 같은 분이 있어서 그럽니다. 아 지금 치대 대학원 다니시는데요"
"어, 제가 아는 남자중에 그쪽이랑 되게 잘어울릴 것 같은 분이 있어서 그럽니다. 아 지금 치대 대학원 다니시는데요","됐거든요, 내가 아무리 궁해도 잘 알지도 못하는 사람한테 남자를 소개받고 싶지는 않아요"
"됐거든요, 내가 아무리 궁해도 잘 알지도 못하는 사람한테 남자를 소개받고 싶지는 않아요",그 오빠 사진입니다!
그 오빠 사진입니다!,콜
"네 오빠, 예 오늘 시간 괜찮답니다. 이름은 이수민이요. 네 좀있다 뵙겠습니다",수민이? 무슨 전화야
수민이? 무슨 전화야,"어, 제가 오늘 이수민씨 소개팅 시켜주기로했거든요 작가님"
"어, 제가 오늘 이수민씨 소개팅 시켜주기로했거든요 작가님",뭐? 니가 왜 걔 소개팅을 시켜주는데?
뭐? 니가 왜 걔 소개팅을 시켜주는데?,네? 아니 그게
네? 아니 그게,"날 시켜줘야지 소개팅, 왜 걔만 시켜주는데 왜"
"날 시켜줘야지 소개팅, 왜 걔만 시켜주는데 왜",네?
네?,"수발이 너 정말 실망이다. 맨날 밥사주고 술사주면 뭐하냐, 하나뿐인 어시가 내 마음을 이렇게 몰라주는데"
야 너 지금 공시 까페에 뜬 글 봤냐?,뭔글?
뭔글?,지금 조회수 1위를 달리고 있는 가장 핫한 글인데 봐봐. 여기. 노량진 바보의 사랑.
지금 조회수 1위를 달리고 있는 가장 핫한 글인데 봐봐. 여기. 노량진 바보의 사랑.,노량진 바보의 사랑?
노량진 바보의 사랑?,이거 진짜 대박 웃겨. 봐봐. 안녕 정채연? 나 자꾸 니생각만 나서 수박겁탈기로 공부하게 돼. 너는 정말 공부실력이 일치얼짱하는데 말야. 이런 너를 좋아해도 되나 싶지만 나 알고보면 괜찮은 놈이야. 골이따분한 성격도 아니고. 나 너의 남친이 되고 싶어. 널 항상 웃게 해줄게. 이말은 꼭 지킨다. 마마잃은중천금이니까. 그럼 답장 기다릴게 너무 늦진 말아줘. 아니다. 내가 일해라 절해라 할때가 아니지. 거절만 하지 말아줘. 네이버. 진짜 진짜 진짜 쩔지. 난 이부분이 젤 웃겨 마마잃은중천금. 야 어떻게 남아일언중천금을 마마잃은중천금이래?  아니 도대체 중천금이 누구시길래 마마를 잃었대?
이거 진짜 대박 웃겨. 봐봐. 안녕 정채연? 나 자꾸 니생각만 나서 수박겁탈기로 공부하게 돼. 너는 정말 공부실력이 일치얼짱하는데 말야. 이런 너를 좋아해도 되나 싶지만 나 알고보면 괜찮은 놈이야. 골이따분한 성격도 아니고. 나 너의 남친이 되고 싶어. 널 항상 웃게 해줄게. 이말은 꼭 지킨다. 마마잃은중천금이니까. 그럼 답장 기다릴게 너무 늦진 말아줘. 아니다. 내가 일해라 절해라 할때가 아니지. 거절만 하지 말아줘. 네이버. 진짜 진짜 진짜 쩔지. 난 이부분이 젤 웃겨 마마잃은중천금. 야 어떻게 남아일언중천금을 마마잃은중천금이래?  아니 도대체 중천금이 누구시길래 마마를 잃었대?,뭐 뭐뭐 그럴수도 있지.
뭐 뭐뭐 그럴수도 있지.,아니 뭐가 그럴수도 있어. 아니 노량진 하늘 어딘가에 이 바보가 살고 있을거 아니야. 진짜 꼭한번 만나보고 싶다. 
야 어우 세상에,뭐야 너 또 데이트하면서 밥 안먹었냐?
뭐야 너 또 데이트하면서 밥 안먹었냐?,아니 먹었지 분자인가 뭔가 아주 비싼걸로다가 
아니 먹었지 분자인가 뭔가 아주 비싼걸로다가 ,분자요리 먹었구나 좋은거 먹었네
분자요리 먹었구나 좋은거 먹었네,분자는 개뿔 야 요리사는 요리를 과학은 과학자가 해야지 하 코딱지 만한게 그냥 전체 코스가 에피타이저드라 어우 야 먹어도 먹은거 같지도 않고 게다가 이 블로그에서 내가 시장음식을 보고 내가 너무 배가 고파져서는 어우 여튼 분자보다는 분식이지
분자는 개뿔 야 요리사는 요리를 과학은 과학자가 해야지 하 코딱지 만한게 그냥 전체 코스가 에피타이저드라 어우 야 먹어도 먹은거 같지도 않고 게다가 이 블로그에서 내가 시장음식을 보고 내가 너무 배가 고파져서는 어우 여튼 분자보다는 분식이지,너
너,왜?
왜?,너 지금 떡볶이 먹은거냐?
너 지금 떡볶이 먹은거냐?,아니야 내가 
이수민!,오빠? 어? 큰사장님이 오빠 취재갔다던데 여긴 왜?
오빠? 어? 큰사장님이 오빠 취재갔다던데 여긴 왜?,혹시 너도 먹었냐? 게장?
혹시 너도 먹었냐? 게장?,그럼 오빠도 식중독 걸린거에요?
야,정환이왔나
정환이왔나,엄마가 이거 갖다 드리래요
엄마가 이거 갖다 드리래요,아이구야 
아이구야 ,엄마가 밥 한공기만 달라고
엄마가 밥 한공기만 달라고,아 오야 느그 아버지 오늘 늦게 들어오신다 카더만 일찍 들어오시는 갑네 자 됐다 아 차 있어봐라 정환아 아줌마가 깍두기 좀 줄게 엄마 갖다드려라
아 오야 느그 아버지 오늘 늦게 들어오신다 카더만 일찍 들어오시는 갑네 자 됐다 아 차 있어봐라 정환아 아줌마가 깍두기 좀 줄게 엄마 갖다드려라,이거 아줌마가 주셨어요
이거 아줌마가 주셨어요,아우 맛있겠다 잠깐만 자
아우 맛있겠다 잠깐만 자,아줌마 엄마가 카레 좀 드시래요 
너 요새 운동해? 팔 힘이 장난 아니다 ,아유 운동은 안하는데
아유 운동은 안하는데,아까 담배 분류해서 진열해 놓을때 엄청 지적이라고 생각했는데 지적이기만 한게 아니었구나 
아까 담배 분류해서 진열해 놓을때 엄청 지적이라고 생각했는데 지적이기만 한게 아니었구나 ,이런걸 가지고
이런걸 가지고,뭐 담배 분류한는게 지적이라고? 
뭐 담배 분류한는게 지적이라고? ,챕터2 칭찬은 남자를 24시간 춤추게한다 고로 사소한 것에도 칭찬하고 감탄하라 
챕터2 칭찬은 남자를 24시간 춤추게한다 고로 사소한 것에도 칭찬하고 감탄하라 ,뭐?
뭐?,내가 그 말이나 글로 설명해주는 것보다는 직접 그 사례를 보여주는게 훨씬 이해도와 습득이 빠를것 같아서 저기 살아있는 연애의 정석이 보이니까 저분을 잘 참고하도록 
계산하셔야죠 아저씨,일행이 할거에요 수업료
일행이 할거에요 수업료,4800원입니다
4800원입니다,여기
아직 멀었대요?,내가 고쳐? 어케 알아?
내가 고쳐? 어케 알아?,액정 하나 고쳐주면서 승질은 저 화장실 좀 다녀올게요
액정 하나 고쳐주면서 승질은 저 화장실 좀 다녀올게요,아오 진상
아오 진상,손님 액정 다 고쳤습니다
손님 액정 다 고쳤습니다,네
네,확인해봤는데 다른건 다 적상작동하더라구요
확인해봤는데 다른건 다 적상작동하더라구요,수고하셨습니다 수리비 얼마나 나왔나요?
수고하셨습니다 수리비 얼마나 나왔나요?,14만원이요 
14만원이요 ,한달 용돈 다 깨지네 3개월 아니 6개월 할부로 해주세요
얼른 먹어.,네
네,이제 오토바이 타지 마. 엄마 한 번은 봐줘도 두 번은 안봐주는거 알지?
이제 오토바이 타지 마. 엄마 한 번은 봐줘도 두 번은 안봐주는거 알지?,네.
내 술집 간다. 어이 도롱뇽이. 쪽바로 해라 쪽바로.,네.
네.,쪼개긴 이씨. 당신 영어학원 갈 시간 안됐나? 내 간다.
쪼개긴 이씨. 당신 영어학원 갈 시간 안됐나? 내 간다.,그럼 먹어.
그럼 먹어.,혼자 밥 먹기 싫은데.
엄마. 덕선이 이제 수연이라고 안 불러도 된대요. 그래서 저는 덕수라고 부르려구요. 덕수. 덕수여이. 그리고 정봉이 형 연애한대요. 아 근데 치타 아줌마가 이거 알면 안되는데. 쉿. 규칙은 규칙. 그리고 저번에 아빠가 앞문으로 들어와서 조용히 하라고 해놓고 뒷문으로 들어와서 또 조용히 하라고 했어요.,우리 막내 아들이 이렇게 수다가 많은 줄 몰랐네.
우리 막내 아들이 이렇게 수다가 많은 줄 몰랐네.,그리고 보라 누나는 내 생각에는 평생 결혼도 못하고 독신으로 살 것 같아. 노을이는요 지난번에 제 동네 친구들이 우리 형인줄 알고 인사했잖아요. 엄마 미역국이 진짜 맛있어요.
그리고 보라 누나는 내 생각에는 평생 결혼도 못하고 독신으로 살 것 같아. 노을이는요 지난번에 제 동네 친구들이 우리 형인줄 알고 인사했잖아요. 엄마 미역국이 진짜 맛있어요.,많이 먹어.
아닌데,아니 그럼 이게 뭐 발이 달렸어 이거 다 어디로갔어 이거 와 백수지 이제 보니까 이거 떡볶이 먹으면 토한다는거 다 개구라네
아니 그럼 이게 뭐 발이 달렸어 이거 다 어디로갔어 이거 와 백수지 이제 보니까 이거 떡볶이 먹으면 토한다는거 다 개구라네,아니야 진짜야 나 떡볶이만 먹으면 막 구역질나고 토하고 그랬어
아니야 진짜야 나 떡볶이만 먹으면 막 구역질나고 토하고 그랬어,차 아 뭐 나 때문에 생긴 트라우마로 떡볶이를 못먹어?
차 아 뭐 나 때문에 생긴 트라우마로 떡볶이를 못먹어?,아 진짜야 정말로 그랬다니까 아 내가 너무 배가 고파서 눈에 뵈는게 없었나봐 
아 진짜야 정말로 그랬다니까 아 내가 너무 배가 고파서 눈에 뵈는게 없었나봐 ,웃기시네
웃기시네,진짜라고
진짜라고,사기꾼
사기꾼,내가? 니가? 니가 나는 기억이 없어 
내가? 니가? 니가 나는 기억이 없어 ,사기꾼 씨 와
야!,잠깐만요. 여자화장실이 꽉차서 저 여기좀 쓸게요.
잠깐만요. 여자화장실이 꽉차서 저 여기좀 쓸게요.,뭐야!
뭐야!,야! 그래도 그렇지. 어떻게 남자화장실. 좀만 참어.
야! 그래도 그렇지. 어떻게 남자화장실. 좀만 참어.,아! 참기는 어떻게 참아요! 누가 뱃속에서 폭죽터트리는거 같은데!
어? 이게 누구셔? 잘난 이영자 사장님 아니세요.,"조용히 좀 해요, 아버님 주무시는데!"
"조용히 좀 해요, 아버님 주무시는데!",못난 남편 데리고 사느라 수고 많으십니다요.
 다 적었지 영자씨?,예.
예.,영자씨 이름 이렇게 보니까 소름끼치게 낯설다.
영자씨 이름 이렇게 보니까 소름끼치게 낯설다.,사장님이 하도 영자씨 영자씨 그래서 저도 낯설거든요.
사장님이 하도 영자씨 영자씨 그래서 저도 낯설거든요.,도장만 찍음 이제 우리 정식 부부네. 이것도 소름끼치게 낯설다. 근데 좋다 영자씨.
도장만 찍음 이제 우리 정식 부부네. 이것도 소름끼치게 낯설다. 근데 좋다 영자씨.,저두요.
저기 자 까까 사먹어요,감사합니다 
감사합니다 ,아우 나도 해밀이 용돈 좀 줘야 되겠네? 어머 어떡하나 아유 현금이 이거밖에 없다
아우 나도 해밀이 용돈 좀 줘야 되겠네? 어머 어떡하나 아유 현금이 이거밖에 없다,감사합니다
감사합니다,응
응,아니 근데 해밀이 또 장난감 산거야? 로봇 좀 고만 사주고 책을 사줘 
아니 근데 해밀이 또 장난감 산거야? 로봇 좀 고만 사주고 책을 사줘 ,어이구 남이사 책을 사든 책방을 사든 감놔라 배놔라 하지 말고 신경 끄쇼 아이구 참 혜민아 가자!
어이구 남이사 책을 사든 책방을 사든 감놔라 배놔라 하지 말고 신경 끄쇼 아이구 참 혜민아 가자!,그래 잘들 가
아니 혜밀아 이거 뭐야?,아까 걔가 바꾸자 그래서 바꿨어
아까 걔가 바꾸자 그래서 바꿨어,뭐?
뭐?,이 아저씨 무섭게 생겼다고 싫대 바보 저거 10장이면 이거 1장인데
이 아저씨 무섭게 생겼다고 싫대 바보 저거 10장이면 이거 1장인데,아이구 세상에 아니 1 더하기 1도 모르면서 그건 어떻게 알아?
아이구 세상에 아니 1 더하기 1도 모르면서 그건 어떻게 알아?,할머니도 참 마트가서 초콜렛 사고 이거 내면 저거 주잖아
할머니도 참 마트가서 초콜렛 사고 이거 내면 저거 주잖아,뭐?
에이 이 옷은 뭐냐? 소개팅 한다고 옷까지 산거야?,아닌데? 비상시를 대비해 회사에 미리 갖다 둔건데? 여자라면 소개팅용 클립용 전투복 두 벌 정돈 준비 해둬야죠
아닌데? 비상시를 대비해 회사에 미리 갖다 둔건데? 여자라면 소개팅용 클립용 전투복 두 벌 정돈 준비 해둬야죠,야 옷만 이렇게 참하면 뭐하냐? 입은 거칠다 못해 아주 그냥 사포같은데
야 옷만 이렇게 참하면 뭐하냐? 입은 거칠다 못해 아주 그냥 사포같은데,뭐라구요?
뭐라구요?,너 소개팅에서 성공하고 싶으면 가서 입도 뻥긋 하지마 내 충고 명심해라
너 소개팅에서 성공하고 싶으면 가서 입도 뻥긋 하지마 내 충고 명심해라,아 뭐야? 
아 뭐야? ,어? 많이 기다리셨습니까? 가시죠
승준이 들어왔냐?,"네 아버님, 사장님 좀 전에 들어와서 잠들었어요. 주무세요, 아버님."
앉아 먹을래?,됐거든 그게 칼로리가 얼만데
됐거든 그게 칼로리가 얼만데,칼로리는 좀 잊고 좀 전에 말한 그 두가지가 가장 기본이니까 일단 기본부터 실행해 
칼로리는 좀 잊고 좀 전에 말한 그 두가지가 가장 기본이니까 일단 기본부터 실행해 ,너무 단순한건 아냐 뭔가 한 방에 확 반하게 할 만한건 없어?
너무 단순한건 아냐 뭔가 한 방에 확 반하게 할 만한건 없어?,사람 마음 얻는게 쉬운건 줄 아니 천천히 가자 급하게 먹는 밥이 체하는 법이다 이런거 너 뭐 먹다가 체한적 없냐 
사람 마음 얻는게 쉬운건 줄 아니 천천히 가자 급하게 먹는 밥이 체하는 법이다 이런거 너 뭐 먹다가 체한적 없냐 ,응
응,그러면 그래 급하게 먹는 밥이 살찌는 법이다 됐지 
아유 나 이거보다 좋은거 쓰거든,그게 설문조사 결과 남자들이 가장 좋아하는 향 5위 안에 뽑힌거거든?
너도 좀 바를래?,야 뭔 수작이야
야 뭔 수작이야,봤지 이걸 그대로 그 사무관한테 가서 하는거야 좋은 향기를 뇌에 심어주고 자연스럽게 스킨쉽까지 그 좀 전에 말한 기본 두가지랑 이 정도 스킬까지 하면 뭐 니 이름 정도는 확실하게 기억할거야 
봤지 이걸 그대로 그 사무관한테 가서 하는거야 좋은 향기를 뇌에 심어주고 자연스럽게 스킨쉽까지 그 좀 전에 말한 기본 두가지랑 이 정도 스킬까지 하면 뭐 니 이름 정도는 확실하게 기억할거야 ,대박 알았어
