Q,A
"조심히 가세요. 도련, 님!",아우 속이 다 후련하네! 잘했어 영애씨!
직원들 월급 때문에 1000이나 빚졌는데 카메라값 물어준다고 또 100 빚지고 어쩔거예요?,아이 그거야 뭐 
아이 그거야 뭐 ,뭐 대책도 없고 또 빚져요? 예?
뭐 대책도 없고 또 빚져요? 예?,아 그래 까짓꺼 또 빚지지 뭐 빚 1000이나 1100이나 1200이나 그게 그거 아냐
아 그래 까짓꺼 또 빚지지 뭐 빚 1000이나 1100이나 1200이나 그게 그거 아냐,뭐라구요? 지금 말 다했어요?
뭐라구요? 지금 말 다했어요?,다 못했어 왜 나한테만 난리야? 나만 잘못했어? 영자씨가 하던 일도 꽝 났잖아?
다 못했어 왜 나한테만 난리야? 나만 잘못했어? 영자씨가 하던 일도 꽝 났잖아?,아니 그게 무슨 소리예요? 
아니 그게 무슨 소리예요? ,그러게 팬클럽 일도 뭐가 잘못됐어?  
그러게 팬클럽 일도 뭐가 잘못됐어?  ,강원도 일도 꽝나고 영자씨가 하던 팬클럽 일도 꽝나고 다 꽝꽝꽝 소름끼치게 꽝놨다고 알았어?
어 깜짝이야 왜들 여기 모여계세요?,왜는 양쪽 일 다 꽝나 사무실 분위기도 꽝나 여기 피신와있는거지
왜는 양쪽 일 다 꽝나 사무실 분위기도 꽝나 여기 피신와있는거지,아닌데? 전 커피 마시는건데?
아닌데? 전 커피 마시는건데?,왜 이렇게 되는일이 없냐 이러다 낙원사 망하는거 아냐?
왜 이렇게 되는일이 없냐 이러다 낙원사 망하는거 아냐?,아 그게 무슨 재수없는 소리세요? 망하다니요?
아 그게 무슨 재수없는 소리세요? 망하다니요?,맞아요 위기가 기회라고 이번 위기만 잘 넘기면 괜찮아질거예요
맞아요 위기가 기회라고 이번 위기만 잘 넘기면 괜찮아질거예요,그러면서 구인사이트는 왜 봐? 벌써 딴 회사 알아보는거야? 세상에
그러면서 구인사이트는 왜 봐? 벌써 딴 회사 알아보는거야? 세상에,위기가 기회랬잖아요 나 다른 기회도 한 번 잡아볼려고 그러는건데 뭐가요?
위기가 기회랬잖아요 나 다른 기회도 한 번 잡아볼려고 그러는건데 뭐가요?,아 올해 신년운세 볼 때 첫 발부터 자빠져서 코 깨질 팔자라더니 딱 맞네요 맞아
아 올해 신년운세 볼 때 첫 발부터 자빠져서 코 깨질 팔자라더니 딱 맞네요 맞아,야 거기 용하다 
야 거기 용하다 ,그러네 
그러네 ,어디니 스잘? 
어디니 스잘? ,영업팀 다 어디갔어?
"아, 수발아. 이번에 우리 100회 특집 진짜 중요한데, 뭐 빵 터뜨릴만한 얘기 없을까?","아, 글쎄요."
카드 대출 받은건 잘못했어. 근데 나 좀 봐 줘 영자씨 ,손 안 치워요?
손 안 치워요?,미안. 나 앞으로 영자씨가 시키는 대로 다 할게. 그니까 나 좀 봐봐 응? 
미안. 나 앞으로 영자씨가 시키는 대로 다 할게. 그니까 나 좀 봐봐 응? ,시키는 대로 다 하겠다구요? 
시키는 대로 다 하겠다구요? ,응 뭐든 말만해. 다 할게 다. 
뭐야 형. 쫓겨난거야? ,쫓겨나긴 누가. 답답해서 거실에서 자고 싶어서 내 발로 나온거야.
쫓겨나긴 누가. 답답해서 거실에서 자고 싶어서 내 발로 나온거야.,근데 왜 내 방으로 들어가? 
근데 왜 내 방으로 들어가? ,거실 춥잖아
아침부터 웬 고기,영자씨 줄거거덩
아 뭐야. 코딱지까지 나왔네. ,아유 진짜. 야. 너 내 앞에서 너무 허물 없는거 아니야? 내 사촌동생 앞에서 뭘 날 좋아한다 어쩐다. 그거 다 뻥이지? 아유 어떤 여자가 좋아하는 남자 앞에서 코딱.
아유 진짜. 야. 너 내 앞에서 너무 허물 없는거 아니야? 내 사촌동생 앞에서 뭘 날 좋아한다 어쩐다. 그거 다 뻥이지? 아유 어떤 여자가 좋아하는 남자 앞에서 코딱.,닌데. 좋아한다고 한거 진짜 맞는데. 근데 포기하기로 했어요 이제.
야 어떡해 영자씨가 없어 ,요 앞에 볼 일 있어서 잠깐 나갔나 보지 
요 앞에 볼 일 있어서 잠깐 나갔나 보지 ,아니야 캐리어도 없어졌어. 영자씨 가출했나봐.
아니야 캐리어도 없어졌어. 영자씨 가출했나봐.,뭐? 가출? 
뭐? 가출? ,그래
"작가님, 아니 재밌게 풀 수 있는 떡밥을 잔뜩 깔아놓고 왜 제대로 주워먹질 못하세요?",저희 만화를 보셨어요?
저희 만화를 보셨어요?,"아, 남자직원들 볼 때 어깨너머로 쬐끔요. 그 지난회에 남주가 첫사랑이랑 같이 호텔에 들어갔는데 첫사랑이 부끄럽다고 도망가는데서 끝났잖아요. 근데 그 호텔에 마카모토 회장이 보낸 킬러들이 갑자기 들이닥치는건 어떨까요?"
"아, 남자직원들 볼 때 어깨너머로 쬐끔요. 그 지난회에 남주가 첫사랑이랑 같이 호텔에 들어갔는데 첫사랑이 부끄럽다고 도망가는데서 끝났잖아요. 근데 그 호텔에 마카모토 회장이 보낸 킬러들이 갑자기 들이닥치는건 어떨까요?",네?
네?,중요한 순간에 킬러요?
중요한 순간에 킬러요?,"그러니까, 그 첫사랑이 호텔 스위트룸을 딱 나오려는 순간, 어디선가 킬러야! 하는 소리가 들리고 사람들이 막 어 어떡해 살려줘! 이러면서 아수라장이 난 거죠. 그 순간 우리 남주가 입을 엽니다. 사실 난 사정을 하면 금이 나오는 능력이 있어."
"그러니까, 그 첫사랑이 호텔 스위트룸을 딱 나오려는 순간, 어디선가 킬러야! 하는 소리가 들리고 사람들이 막 어 어떡해 살려줘! 이러면서 아수라장이 난 거죠. 그 순간 우리 남주가 입을 엽니다. 사실 난 사정을 하면 금이 나오는 능력이 있어.",그래서요?
그래서요?,"금으로 방탄벽을 쳐서 총알이 못 들어오게 막으려는데, 아뿔싸. 극도의 긴장감과 초조함으로 그게 잘 안되는거지."
"금으로 방탄벽을 쳐서 총알이 못 들어오게 막으려는데, 아뿔싸. 극도의 긴장감과 초조함으로 그게 잘 안되는거지.","어떡합니까, 그러면?"
"어떡합니까, 그러면?",그 순간 남주의 첫사랑이 옷을 벗으며 나섭니다.
술 많이 취해계시던데.,저 아닌거 같은데. 그럼 저 먼저 나가겠습니다.
저 아닌거 같은데. 그럼 저 먼저 나가겠습니다.,사. 사무관님.
사. 사무관님.,저 잘못 보신것 같아요. 저 아니라니까요.
저 잘못 보신것 같아요. 저 아니라니까요.,그게 아니라..  바지
"미안해요, 정말.",아니에요. 미안해할 거 없어요. 우리 안 헤어질 거니까.
아니에요. 미안해할 거 없어요. 우리 안 헤어질 거니까.,상우 씨.
뭐 저한테 하실 말씀 있어요?,별 거 아냐 신경쓰지마
별 거 아냐 신경쓰지마,아 참 사장님 리조트 타일 5차배송은 다음주라고 그랬죠 스잘한테 그 타일 인쇄 들어가라고 그럴까요?
아 참 사장님 리조트 타일 5차배송은 다음주라고 그랬죠 스잘한테 그 타일 인쇄 들어가라고 그럴까요?,어 그게
어 그게,아이 사장님도 참 아까 고백을 하셨어야죠 이렇게 타일을 더 찍으면 어떡해요
아이 사장님도 참 아까 고백을 하셨어야죠 이렇게 타일을 더 찍으면 어떡해요,브레이크 고장난 폭주 기관차도 아니고 대체 어쩌시려고 이래요
브레이크 고장난 폭주 기관차도 아니고 대체 어쩌시려고 이래요,자기 일 아니라고 다들 말 너무 쉽게 하는거 아니야? 타일 계약 어그러진거 알면 영자씨가 날 가만히 두겠어?
자기 일 아니라고 다들 말 너무 쉽게 하는거 아니야? 타일 계약 어그러진거 알면 영자씨가 날 가만히 두겠어?,이게 무슨 소리에요? 아니 타일 계약이 어그러졌다니요? 어쩌다가요?
이게 무슨 소리에요? 아니 타일 계약이 어그러졌다니요? 어쩌다가요?,유치권 소송중이라 공사가 중단 됐대
유치권 소송중이라 공사가 중단 됐대,아니 그러면 저희 월급은 무슨 돈으로 주신건데요? 
아니 그러면 저희 월급은 무슨 돈으로 주신건데요? ,카드론 대출
카드론 대출,예? 아니 처형알면 어쩌시려고 카드 대출을 받으셨어요
예? 아니 처형알면 어쩌시려고 카드 대출을 받으셨어요,카드 대출이라니요? 영애누나 몰래 대출 받으셨어요? 왜요?
카드 대출이라니요? 영애누나 몰래 대출 받으셨어요? 왜요?,아니 무슨 줄줄이 소세지도 아니고 다들 어디서 엿 듣고 있었던거야? 
아니 무슨 줄줄이 소세지도 아니고 다들 어디서 엿 듣고 있었던거야? ,그게 유치권 분쟁때문에 타일 계약이 어그러졌대 그래서 우리 월급 주시려고 카드 대출을 받았다는 거야 이거 처형이 알면 작은 사장님 그냥 죽는거야
사장님 아까 그 청심환 남은 것 좀 없어요?,어 청심환 청심환
어 청심환 청심환,저도 하나만 저 이거 든든하게 먹고 그냥 들어가자규요
영자씨 영자씨 물 끓는데 뭐해,처형 뭘 그렇게 보세요?
영자씨 내가 라면 맛있게 끓여줄게,사장님
사장님,라면 먹으면서 직원들이랑 내가 할 말 있거든 아니 다들 어딜가
라면 먹으면서 직원들이랑 내가 할 말 있거든 아니 다들 어딜가,리조트 공사 지난주부터 중단됐다면서요? 근데 타일대금은 어떻게 받아온건데요?
리조트 공사 지난주부터 중단됐다면서요? 근데 타일대금은 어떻게 받아온건데요?,영자씨가 그걸 벌써 어떻게 알았어?
영자씨가 그걸 벌써 어떻게 알았어?,사장님!
라부장님도 관심있으세요?,응? 아니 여자라면 당연히 관심있는거아니야?
응? 아니 여자라면 당연히 관심있는거아니야?,아닌데 라부장님은 별로 없을 줄 알았는데
아닌데 라부장님은 별로 없을 줄 알았는데,"어떻게 그래, 나이들면 신경쓰게 되지"
"어떻게 그래, 나이들면 신경쓰게 되지","저도 이제서 신경쓰기 시작했네요, 일찍 알았으면 진작 했을텐데. 이제야 안게 한이네요"
"저도 이제서 신경쓰기 시작했네요, 일찍 알았으면 진작 했을텐데. 이제야 안게 한이네요",지금부터 하면 되지. 근데 혼자 가려니 겁나는거 있지
지금부터 하면 되지. 근데 혼자 가려니 겁나는거 있지,그럼 저랑 가실래요? 저도 혼자 가긴 겁나는데
그럼 저랑 가실래요? 저도 혼자 가긴 겁나는데,같이? 무서운게 좀 덜하려나
같이? 무서운게 좀 덜하려나,"라부장님 뭐로 하실거에요, 올누드 아님 세미?"
"라부장님 뭐로 하실거에요, 올누드 아님 세미?",올누드? 세미? 무슨소리야 유방암검사를 홀딱 벗고 해? 세미는 윗장만 까는건가?
올누드? 세미? 무슨소리야 유방암검사를 홀딱 벗고 해? 세미는 윗장만 까는건가?,유방암검사요? 저는 이 얘기한건데?
유방암검사요? 저는 이 얘기한건데?,브라질리언왁싱?
브라질리언왁싱?,"라부장님, 가슴에 무슨 문제있으세요?"
"라부장님, 가슴에 무슨 문제있으세요?","아 그게, 괜찮아 지식인에 물어봤더니 별거 아닐거랬어"
"아 그게, 괜찮아 지식인에 물어봤더니 별거 아닐거랬어","요즘 개나소나 다 지식인이랍시고 전문가인척 하는데, 믿을 거 못되거든요? 뭐해요, 가슴 얼른 까세요"
"요즘 개나소나 다 지식인이랍시고 전문가인척 하는데, 믿을 거 못되거든요? 뭐해요, 가슴 얼른 까세요","개나소나 전문가인척 하는거 믿을 거 못된다며, 자기는 왜?"
"개나소나 전문가인척 하는거 믿을 거 못된다며, 자기는 왜?",전 달라요. 고등학교때 일찌감치 멍울 잡혀서 병원에 다닌 전력이 있거든요
전 달라요. 고등학교때 일찌감치 멍울 잡혀서 병원에 다닌 전력이 있거든요,그래서 멍울 어떻게 됐는데?
그래서 멍울 어떻게 됐는데?,"그건 별거 아니었는데요, 추적관리 필요한 종양있어서 배운대로 자가진단하고, 정기적으로 병원다녀서 반 전문가됐어요. 참 생리, 언제 끝났어요? "
"그건 별거 아니었는데요, 추적관리 필요한 종양있어서 배운대로 자가진단하고, 정기적으로 병원다녀서 반 전문가됐어요. 참 생리, 언제 끝났어요? ",생리는 왜?
생리는 왜?,생리 끝난지 3일에서 5일은 지나야 가슴이 말랑말랑해져서 판단하기가 좋거든요
생리 끝난지 3일에서 5일은 지나야 가슴이 말랑말랑해져서 판단하기가 좋거든요,한 일주일전에 끝났나?
한 일주일전에 끝났나?,"됐네요, 가슴 까세요"
"됐네요, 가슴 까세요","응? 어어, 까라면 까야지"
어때 수민씨?,"멍울 잡히네요, 병원가서 진단 꼭 받아보세요. 양성이면 문제 없지만 악성이나 혹시 암일 수도 있고"
"멍울 잡히네요, 병원가서 진단 꼭 받아보세요. 양성이면 문제 없지만 악성이나 혹시 암일 수도 있고",암? 왜 만져보니까 암같아 그래?
암? 왜 만져보니까 암같아 그래?,만져만보고 어떻게 알아요. 그냥 몸에 아무 이상없는 멍울일 가능성이 제일 높아요. 너무 걱정마세요. 왜 혼자오세요? 다른 분들은요?
만져만보고 어떻게 알아요. 그냥 몸에 아무 이상없는 멍울일 가능성이 제일 높아요. 너무 걱정마세요. 왜 혼자오세요? 다른 분들은요?,밖에서 점심들 먹고 들어올거야. 나는 허리가 너무 아파서 먼저 들어왔고
밖에서 점심들 먹고 들어올거야. 나는 허리가 너무 아파서 먼저 들어왔고,"병원 꼭 가세요, 겨드랑이쪽 뻐근하시다면서요"
"병원 꼭 가세요, 겨드랑이쪽 뻐근하시다면서요","라부장, 어디 뻐근해? 어딘데?"
"라부장, 어디 뻐근해? 어딘데?",남이사요
남이사요,아니 뻐근하면 나랑 같이 요앞 타이마사지샵 가자고. 여러명 가면 할인해주는 것 같던데
아니 뻐근하면 나랑 같이 요앞 타이마사지샵 가자고. 여러명 가면 할인해주는 것 같던데,됐어요. 마사지라면 치떨리네
됐어요. 마사지라면 치떨리네,"그러지말고 가자, 할인받을 절호의 기회인데"
"그러지말고 가자, 할인받을 절호의 기회인데",그전에 저희랑 여기 가실래요? 여기 50프로 할인행사 중인데
그전에 저희랑 여기 가실래요? 여기 50프로 할인행사 중인데,"브라질리언 왁싱, 아니야 됐어, 날도 추운데 무슨. 라부장이랑 수민씨나 해"
"브라질리언 왁싱, 아니야 됐어, 날도 추운데 무슨. 라부장이랑 수민씨나 해",라부장님이랑 수미누나 어디가는데요? 좋은데가면 저도 가요!
라부장님이랑 수미누나 어디가는데요? 좋은데가면 저도 가요!,브라질리언왁싱 받으러가는데 따라가게?
브라질리언왁싱 받으러가는데 따라가게?,"신체발부 수지부모인데, 됐어요 전"
방탄벽을 촥 쳐서 총알이 못 들어오는 거죠. 이렇게 해서 호텔을 무사히 빠져나오는겁니다. 어때요?,"완전 대박이에요! 제가 살면서 들어본 그 어떤 얘기보다 재밌고, 더럽고, 야합니다."
"완전 대박이에요! 제가 살면서 들어본 그 어떤 얘기보다 재밌고, 더럽고, 야합니다.",아 이걸로 바로 작화 들어가면 되겠는데요? 아니 어떻게 이렇게 기발한 생각을 다?
아 이걸로 바로 작화 들어가면 되겠는데요? 아니 어떻게 이렇게 기발한 생각을 다?,"19금 떼고 29금 지나 39금 인생 사는 사람한테 이정도 생각은 기본이죠. 속옷 값 대신 저의 이 통통튀는 야한 아이디어, 넣어둬, 넣어둬."
꿈까지 꿨어 김대리? 엄청 스트레스 받았나보네.,"아이 그 본인이 안하면 되지, 너무 신경쓰지 마요, 김대리."
"아이 그 본인이 안하면 되지, 너무 신경쓰지 마요, 김대리.","네, 다들 감사하다규. 이씨. 아무리 광고 때려보라규. 난 절대 수술 안할거라규."
"네, 다들 감사하다규. 이씨. 아무리 광고 때려보라규. 난 절대 수술 안할거라규.",아이 진정해 김대리. 그러다 남의 현수막까지 찢겠네. 
아이 진정해 김대리. 그러다 남의 현수막까지 찢겠네. ,아유 사장님 나오셨어요? 어때요 사장님? 현수막 잘 나왔죠.
아유 사장님 나오셨어요? 어때요 사장님? 현수막 잘 나왔죠.,"잘 나왔네, 이 끈이 풀릴 거 같은데 좀 더 꽉 묶어주세요. 꽉?"
"잘 나왔네, 이 끈이 풀릴 거 같은데 좀 더 꽉 묶어주세요. 꽉?",왜 꼭 꽉 묶을 생각만 하시는거냐규. 이 현수막도 자유롭게 펄럭거리고 싶어할거라는 생각은 안하시냐규. 저는 더이상 꽉 묶지 않을 겁니다.
왜 꼭 꽉 묶을 생각만 하시는거냐규. 이 현수막도 자유롭게 펄럭거리고 싶어할거라는 생각은 안하시냐규. 저는 더이상 꽉 묶지 않을 겁니다.,뭐라구요? 아 이봐요.
뭐라구요? 아 이봐요.,어 왔어?
어 왔어?,"이번에 나온 전단지, 저 맘에 드세요?"
"이번에 나온 전단지, 저 맘에 드세요?",어어 좋던데?
어어 좋던데?,아유 우리 미호 왜 이렇게 오늘 얌전해요? 평상시 저희 보면 그렇게 사납게 울어대더니?
아유 우리 미호 왜 이렇게 오늘 얌전해요? 평상시 저희 보면 그렇게 사납게 울어대더니?,아 이거 얼마전에 중성화수술을 시켜줬거든. 아 그랬더니 이렇게 얌전해졌네?
아 이거 얼마전에 중성화수술을 시켜줬거든. 아 그랬더니 이렇게 얌전해졌네?,"윤사장님 정말 너무하신다규. 아들처럼 키우는 고양이라할 땐 언제규, 미호 의견은 물어보고 중성화 수술 시킨거냐규."
"윤사장님 정말 너무하신다규. 아들처럼 키우는 고양이라할 땐 언제규, 미호 의견은 물어보고 중성화 수술 시킨거냐규.","아이 김대리 왜그래. 고양이 집에서 키울려면 중성화 수술을 해 줘야,"
"아이 김대리 왜그래. 고양이 집에서 키울려면 중성화 수술을 해 줘야,","정말 아들처럼 생각한다면 짝짓기도 시켜주고, 자유롭게 살도록 냅둬야지 본인 편하자고 이 렇게 억압해도 되는거냐규."
"정말 아들처럼 생각한다면 짝짓기도 시켜주고, 자유롭게 살도록 냅둬야지 본인 편하자고 이 렇게 억압해도 되는거냐규.","죄송해요, 김대리가 요즘 집에 안 좋은 일이 있어서요, "
"죄송해요, 김대리가 요즘 집에 안 좋은 일이 있어서요, ","정말 죄송합니다. 김대리 가자, 가자."
아 왜 맨날 라면은 내가 끓이지?,다음에는 내가 끓일게.
야 도롱뇽 나미 누님이다.,덕선이 어디니? 덕선이 노래소리 안 들리니? 호프 한 번 춰야 되는거 아니니?
덕선이 어디니? 덕선이 노래소리 안 들리니? 호프 한 번 춰야 되는거 아니니?,아 됐어. 너나 실컷 춰.
아 됐어. 너나 실컷 춰.,야. 나 오늘 경찰서 갔다왔어. 경찰서 갔다온 친구를 위해 호프 한 번 출 수 있는거 아니니?
저 맞아요.,예?
예?,저 맞다구요. 서울에서 보신거. 
저 맞다구요. 서울에서 보신거. ,잠깐만요. 근데 왜.. 아니라고.
잠깐만요. 근데 왜.. 아니라고.,공무원답지 못한 모습이라서 좀 숨기고 싶었거든요.
남자로 오해받더니 너무 애쓰셨네.,누가 할 소린데요. 그쪽이야말로 너무 애쓰신거 아닙니까? 순간 이수민씨 딸래미가 걸어오는줄 알았습니다. 아줌마 소리가 듣기 진짜 싫으셨나보네요.
누가 할 소린데요. 그쪽이야말로 너무 애쓰신거 아닙니까? 순간 이수민씨 딸래미가 걸어오는줄 알았습니다. 아줌마 소리가 듣기 진짜 싫으셨나보네요.,아닌데. 유행이라 입은거 뿐인데. 그쪽이야말로 남자 탈출하려고 오바하다가 가슴뽕 탈출하기 직전이거든요?
아닌데. 유행이라 입은거 뿐인데. 그쪽이야말로 남자 탈출하려고 오바하다가 가슴뽕 탈출하기 직전이거든요?,"어마, 오빠, 안녕하세요?"
"어마, 오빠, 안녕하세요?","작가님, 안녕하십니까."
"작가님, 안녕하십니까.","어, 왔냐? 나 잠깐 카페 좀 들를테니까, 먼저 들어가 있어. 들어가."
"어, 왔냐? 나 잠깐 카페 좀 들를테니까, 먼저 들어가 있어. 들어가.","뭡니까 지금. 우리가 이렇게 180도 변신해서 나타났는데 지금 작가님 못알아보시는 겁니까, 지금?"
"뭡니까 지금. 우리가 이렇게 180도 변신해서 나타났는데 지금 작가님 못알아보시는 겁니까, 지금?",아놔. 왠 생쇼한거니 우리?
샤워장에서 이러고 있으면 사람들이 오해하거든요. 탕으로 들어가시죠.,"아, 네."
라부장님 오셨어요.,어. 
어. ,라부장.
라부장.,왜요?
왜요?,이거.
이거.,뭐에요?
아니 이걸 왜.,수술한다며. 보태서 써. 
수술한다며. 보태서 써. ,죄송해요. 제가 다 얘기 했어요.
죄송해요. 제가 다 얘기 했어요.,아이 그 처형이랑 사장님이 많이 내시고 저희는 그냥 거두는 시늉만 한거라구요. 부담 갖지 말고 보태 쓰세요.
아이 그 처형이랑 사장님이 많이 내시고 저희는 그냥 거두는 시늉만 한거라구요. 부담 갖지 말고 보태 쓰세요.,됐어요. 또 이거 줘놓고 뒤에서 무슨 흉을 볼려고.
됐어요. 또 이거 줘놓고 뒤에서 무슨 흉을 볼려고.,라부장 나 아프면 모른척 할 수 있어? 안 그럴거잖아. 그니까 받어 얼른.
라부장 나 아프면 모른척 할 수 있어? 안 그럴거잖아. 그니까 받어 얼른.,고생 끝에 낙이 온다잖아요. 이번 일 끝으로 고생 끝 행복 시작일테니까 힘내세요 라부장님.
고생 끝에 낙이 온다잖아요. 이번 일 끝으로 고생 끝 행복 시작일테니까 힘내세요 라부장님.,어제 심한 말해서 죄송해요. 악의는 없었던거 아시죠? 빨리 나으세요 라부장님.
어제 심한 말해서 죄송해요. 악의는 없었던거 아시죠? 빨리 나으세요 라부장님.,그래요. 저 힘내시라구요.
그래요. 저 힘내시라구요.,힘내세요 라부장님.
힘내세요 라부장님.,별 거 아닐거에요.
별 거 아닐거에요.,다들 너무하네 진짜.
안돼 나 무서워서 도저히 영자씨한테 말 못하겠어,아니 그러니까 인쇄기 더 돌리기 전에 털어놨으면 좋잖아요
아니 그러니까 인쇄기 더 돌리기 전에 털어놨으면 좋잖아요,애초에 인쇄기를 사지 말걸 그랬나봐요
애초에 인쇄기를 사지 말걸 그랬나봐요,낙원사도 다시 하지 말걸 그랬어
낙원사도 다시 하지 말걸 그랬어,죽은 자식 불알만질 것도 아니고 그런 소릴 해서 뭐해요 
죽은 자식 불알만질 것도 아니고 그런 소릴 해서 뭐해요 ,저기 늦었다고 생각될 때가 가장 빠른거랬어요 아마 처형 다 이해해주실거라규요
저기 늦었다고 생각될 때가 가장 빠른거랬어요 아마 처형 다 이해해주실거라규요,남편이자 애아빠인데 설마 어떻게 하겠어요?
남편이자 애아빠인데 설마 어떻게 하겠어요?,그래요 저희가 같이 올라갈 테니까 걱정하지 마세요
그래요 저희가 같이 올라갈 테니까 걱정하지 마세요,그래요 올라가요 올라가요 가시죠
그래요 올라가요 올라가요 가시죠,아참 근데 쫌 아까 처형 배고프댔는데 처형 배고플때 며칠 굶은 사자마냥 그냥 막 사나우시잖아요
아참 근데 쫌 아까 처형 배고프댔는데 처형 배고플때 며칠 굶은 사자마냥 그냥 막 사나우시잖아요,아 영애누나 라면 먹는다고 집에 갔어요 지금 기분 좋아졌을 거예요
아 영애누나 라면 먹는다고 집에 갔어요 지금 기분 좋아졌을 거예요,아 그래? 그럼 됐네
커리보다 컵라면이 더 맛있다는 말씀인가요?,카레는 한국에서도 많이 먹을 수 있잖아요 즉석카레나 이런거나 뭐 맛은 거기서 거기 아닌가 
카레는 한국에서도 많이 먹을 수 있잖아요 즉석카레나 이런거나 뭐 맛은 거기서 거기 아닌가 ,뭐라구요? 거기서 거기요?
그라운드를 지배하는 것처럼 말이죠,그라운드가 뭐요?
그라운드가 뭐요?,일단 한번 드셔보세요 그럼 제 말뜻을 이해할 수 있을 겁니다 
영애야 이거 과매기 좀 많이 먹어라 ,예
예,영채도 많이 먹고
영채도 많이 먹고,아 형부는 과매기 못드시는구나. 생각도 못했네.
아 형부는 과매기 못드시는구나. 생각도 못했네.,원래 초딩입맛이야
원래 초딩입맛이야,아 그럼 이거 불고기 하길 잘했네 그럼 이거 먹게 
아 그럼 이거 불고기 하길 잘했네 그럼 이거 먹게 ,예
예,엄마표 불고기 오랜만이네 
엄마표 불고기 오랜만이네 ,병원에서 살찌지 않게 조심하랬잖아 
병원에서 살찌지 않게 조심하랬잖아 ,그래도 먹을건 먹어야죠 홀 몸도 아닌데 
그래도 먹을건 먹어야죠 홀 몸도 아닌데 ,먹은거 우리 꿀벌이 안주고 영자씨 살로만 가니까 그렇지 삼주에 사키로나 쪘다며
먹은거 우리 꿀벌이 안주고 영자씨 살로만 가니까 그렇지 삼주에 사키로나 쪘다며,아 그만 먹어라 언니 어? 과매기랑 불고기 칼로리도 다 높은건데
아 그만 먹어라 언니 어? 과매기랑 불고기 칼로리도 다 높은건데,그래 고긴 그만 먹고 야채 위주로 먹어
그래 고긴 그만 먹고 야채 위주로 먹어,이서방 거 강원도로 일 다니더니 많이 힘든가보지? 얼굴이 왜 이렇게 야위었어. 아주 그냥 헬쑥해졌네
이서방 거 강원도로 일 다니더니 많이 힘든가보지? 얼굴이 왜 이렇게 야위었어. 아주 그냥 헬쑥해졌네,돈 버는 일이 다 힘들죠 
돈 버는 일이 다 힘들죠 ,"헬쓱하긴. 원래 주름 많은 치와와상인데, 나이 먹고 얼굴 살이 더 빠져서 그래요. "
아유 좀 천천히 좀 먹게. 며칠 굶었나 왜 이렇게 허겁지겁 먹어?,오늘 점심 굶었거든요. 두 분이 회사에서 싸우셔가지고 분위기도 안 좋고 
오늘 점심 굶었거든요. 두 분이 회사에서 싸우셔가지고 분위기도 안 좋고 ,두 분이라니? 이서방이랑 영애랑? 
두 분이라니? 이서방이랑 영애랑? ,"아니 그, 그게 아니라 윤차장님이랑 정과장님이 회사에서 대판 싸우셔가지고 부,분위기가 안좋았다규요."
"아니 그, 그게 아니라 윤차장님이랑 정과장님이 회사에서 대판 싸우셔가지고 부,분위기가 안좋았다규요.",거 사람 참 왜들 싸우고 그래 
"하여간 엄살은, 뭐 빨간약까지 발라요?","이게 엄살이야? 이빨자국 이렇게 선명한데, 왜 사람 손을 물어 물긴"
"이게 엄살이야? 이빨자국 이렇게 선명한데, 왜 사람 손을 물어 물긴","그러게 왜 먹는걸로 시비를 걸어요, 상추에 나물만 잔뜩 넣어서 주질 않나"
"그러게 왜 먹는걸로 시비를 걸어요, 상추에 나물만 잔뜩 넣어서 주질 않나","영자씨가 먼저 시비를 걸었잖아, 뭐 치아와상? 늙어보여?"
"영자씨가 먼저 시비를 걸었잖아, 뭐 치아와상? 늙어보여?","뭘요, 맞는 말 했구만"
"뭘요, 맞는 말 했구만","하긴, 영자씨랑 살면서부터 늙어보인다는 소리, 참 소름끼치게 많이 듣긴 듣는다 내가"
"하긴, 영자씨랑 살면서부터 늙어보인다는 소리, 참 소름끼치게 많이 듣긴 듣는다 내가",뭐라구요?
뭐라구요?,둘이 싸운다!
둘이 싸운다!,싸운거 아니야
싸운거 아니야,"맞아, 안싸웠어 해밀아"
"맞아, 안싸웠어 해밀아",싸운거 맞는데? 우리 엄마 아빠도 싸울때 이렇게 목소리 커지는데? 그러다 할머니한테 혼나고
싸운거 맞는데? 우리 엄마 아빠도 싸울때 이렇게 목소리 커지는데? 그러다 할머니한테 혼나고,"아니라니까, 우리 둘이 사이가 얼마나 좋은데. 그치 영자씨?"
"아니라니까, 우리 둘이 사이가 얼마나 좋은데. 그치 영자씨?",그럼요
그럼요,그럼 둘이 뽀뽀해봐요
그럼 둘이 뽀뽀해봐요,뽀뽀?
뽀뽀?,"네 뽀뽀하면 사이 좋은거랬어요, 엄마아빠가"
"네 뽀뽀하면 사이 좋은거랬어요, 엄마아빠가",했지 뽀뽀?
했지 뽀뽀?,"가짜로 했잖아요, 맞네 둘이 싸운거. 할머니한테 혼내라그래야겠다, 싸우면 나쁜건데"
"가짜로 했잖아요, 맞네 둘이 싸운거. 할머니한테 혼내라그래야겠다, 싸우면 나쁜건데","할게할게 해밀아, 할게 뽀뽀"
"할게할게 해밀아, 할게 뽀뽀",뽀뽀해 뽀뽀해 뽀뽀해
뽀뽀해 뽀뽀해 뽀뽀해,니 언니랑 이서방 싸웠지?
