Q,A
"네, 그러네요.",나한테 실망했습니까?
나한테 실망했습니까?,"아니요, 그래서 더 좋아졌어요."
"아니요, 그래서 더 좋아졌어요.",네?
네?,진교수님 말씀대로 고퀄리티를 지향하는 분인데 제가 잘 맞출 수 있을까 싶었거든요. 근데 걱정 안해도 될 것 같아서요.
진교수님 말씀대로 고퀄리티를 지향하는 분인데 제가 잘 맞출 수 있을까 싶었거든요. 근데 걱정 안해도 될 것 같아서요.,네?
네?,진교수님도 저랑 비슷한 감정을 지니신 것 같아서요.
진교수님도 저랑 비슷한 감정을 지니신 것 같아서요.,"아, 근데 노그래씨는 정말 나한테 바라는 거 없습니까?"
"아, 근데 노그래씨는 정말 나한테 바라는 거 없습니까?",있어요. 그냥 마음 변하지 않았으면 좋겠어요. 지금이 너무 좋아서 이 행복이 깨지지 않았으면 좋겠거든요.
수지씨 저한테 왜 숨기시는거에요?,예?
예?,어렸을때 모습 왜 안알려주려고 하냐구요
어렸을때 모습 왜 안알려주려고 하냐구요,아..아니 그게 저 사실은 많이 통통..아니 많이 뚱뚱했었거든요
아..아니 그게 저 사실은 많이 통통..아니 많이 뚱뚱했었거든요,근데요?
근데요?,예?
예?,아니 뚱뚱했는데 그게 왜요
아니 뚱뚱했는데 그게 왜요,저는 그게 상처여서..말하기가 부끄럽거든요
저는 그게 상처여서..말하기가 부끄럽거든요,아 아쉽다 뚱뚱했으면 더 귀여웠을꺼 같은데 저기 잠깐만 저 앞에 저기 저기
근데 누나. 저거 머야?,아 몰라. 택이가 준거야.
아 몰라. 택이가 준거야.,어? 어디서 난건데?
어? 어디서 난건데?,어우 답답해죽겠어 진짜. 걔 바보아니야?
어우 답답해죽겠어 진짜. 걔 바보아니야?,누가 누구한테 바보래.
누가 누구한테 바보래.,죽을래. 아니 대회에서 받은거 아무거나 갖고오라그랬더니 저거 갖고왔어. 저거 들고오기도 힘들겠다이씨. 답답이. 바보멍충이씨.
죽을래. 아니 대회에서 받은거 아무거나 갖고오라그랬더니 저거 갖고왔어. 저거 들고오기도 힘들겠다이씨. 답답이. 바보멍충이씨.,수연아 아 저 도가지좀 빌려줘바라. 파김치넣을코롱
수연아 아 저 도가지좀 빌려줘바라. 파김치넣을코롱,어.
바쁠 텐데 뭐하러 여기까지 쫓아와,당연히 와야지 조카님 하나뿐인 이모인데
당연히 와야지 조카님 하나뿐인 이모인데,넌 그렇다쳐도
넌 그렇다쳐도,아 저야말로 이집 사위 1호인데 이런 경사스러운 날 제가 빠지면 쓰냐규요
아 저야말로 이집 사위 1호인데 이런 경사스러운 날 제가 빠지면 쓰냐규요,우리 엄마 아빠 아시면 얼마나 좋아하실까 그러게 말하고 같이 오자니까
우리 엄마 아빠 아시면 얼마나 좋아하실까 그러게 말하고 같이 오자니까,사장님 지금 사정이 좀 그렇잖어 자리 잡을 때까지는 비밀로 해 어? 제부도요
사장님 지금 사정이 좀 그렇잖어 자리 잡을 때까지는 비밀로 해 어? 제부도요,걱정마세요 지퍼 채웠다규요
걱정마세요 지퍼 채웠다규요,배는 좀 괜찮아요?
배는 좀 괜찮아요?,우리 꿀벌이 처음 보는 날이라 긴장했나봐
우리 꿀벌이 처음 보는 날이라 긴장했나봐,"꿀, 꿀벌이? 아 태명을 꿀벌이로 지으신거예요?"
"꿀, 꿀벌이? 아 태명을 꿀벌이로 지으신거예요?",아 실은 지난 8월에 우리 어머니 기일이라 같이 벌초 갔거든요 그때 제가 벌에 쏘이는 바람에 둘이 펜션에서 잠깐 쉬어
아 실은 지난 8월에 우리 어머니 기일이라 같이 벌초 갔거든요 그때 제가 벌에 쏘이는 바람에 둘이 펜션에서 잠깐 쉬어,그만하시죠 사장님
그만하시죠 사장님,이영애씨 
이영애씨 ,예
아 저기 드라마 같은데서 보면 다 배 위로 하던데,초기엔 질 초음파해야 정확히 보여요 다리 힘 빼시구요 후하세요
축하드려요 임신 10주차에 접어드셨네요,벌써 10주나 됐어요?
벌써 10주나 됐어요?,축하드려요 처형
축하드려요 처형,축하해요 언니
축하해요 언니,제가 작년에 통풍때문에 약을 먹었거든요? 괜찮을까요? 그리고 임신한줄 모르고 술도 좀 마셨는데
제가 작년에 통풍때문에 약을 먹었거든요? 괜찮을까요? 그리고 임신한줄 모르고 술도 좀 마셨는데,임신전에 약 끊으셨으면 상관없구요 술은 모르고 드신 건 어쩔 수 없고 앞으로만 조심하세요
임신전에 약 끊으셨으면 상관없구요 술은 모르고 드신 건 어쩔 수 없고 앞으로만 조심하세요,아 예
아 예,"태아 심장 박동은 정상이구요 여기 보시면 머리, 배, 팔 다리 다 보이시죠?"
"태아 심장 박동은 정상이구요 여기 보시면 머리, 배, 팔 다리 다 보이시죠?",저 젤리곰처럼 생긴거요?
저 젤리곰처럼 생긴거요?,와 영자씨 닮아서 소름끼치게 귀엽다 그치?
와 영자씨 닮아서 소름끼치게 귀엽다 그치?,"아유 벌써부터 아내 바보, 자식 바보 이야기시네?"
"아유 벌써부터 아내 바보, 자식 바보 이야기시네?",앞으로 뭐 궁금한거 있으시면 이집 사위 1호이자 선배 아빠인 저한테 다 물어보시라규요
앞으로 뭐 궁금한거 있으시면 이집 사위 1호이자 선배 아빠인 저한테 다 물어보시라규요,부탁드릴게요 그럼
부탁드릴게요 그럼,별 이상은 없지만 산모분이 초산에 나이도 있으시니 조심하세요
별 이상은 없지만 산모분이 초산에 나이도 있으시니 조심하세요,예
예,자 여기 산모수첩이요
근데 쌤 노래 잘 부르시던데요?,너 어디가서 말하진마. 니말대로 기분좋은 일 있어서 자축하고싶긴 했거덩. 
너 어디가서 말하진마. 니말대로 기분좋은 일 있어서 자축하고싶긴 했거덩. ,무튼 다행이다. 
무튼 다행이다. ,뭐?
뭐?,그 때 여수에서 만났을 때요. 쌤이 울적해 보여서 걱정됐거든요. 이렇게 기뻐하는 모습 보니까 다행이라구요. 
그 때 여수에서 만났을 때요. 쌤이 울적해 보여서 걱정됐거든요. 이렇게 기뻐하는 모습 보니까 다행이라구요. ,"그러고 보면 넌 항상 만날 때마다 나 챙겨주고 위로해주고 그러네. 고맙다, 공명아. "
"그러고 보면 넌 항상 만날 때마다 나 챙겨주고 위로해주고 그러네. 고맙다, 공명아. ","에이, 고맙긴요. "
"에이, 고맙긴요. ","아니야, 정말 고마워. 공명이 넌 이 노량진에서 내 애제자 1호야. "
"아니야, 정말 고마워. 공명이 넌 이 노량진에서 내 애제자 1호야. ",거 애제자 말고 남친하면 안될까요? 그 때 여수에서 소개해드렸던 진공명. 쌤 남친으로 딱인데. 
거 애제자 말고 남친하면 안될까요? 그 때 여수에서 소개해드렸던 진공명. 쌤 남친으로 딱인데. ,이게 또 시작인데. 어디 선생님한테.
이게 또 시작인데. 어디 선생님한테.,저 공시준비 관두면 저한테 선생님 아니거든요. 관두면 사귈겁니까? 그럼 당장 관두구요. 
저 공시준비 관두면 저한테 선생님 아니거든요. 관두면 사귈겁니까? 그럼 당장 관두구요. ,정말 혼나볼래? 이게 자꾸 어른을 갖고노네. 
정말 혼나볼래? 이게 자꾸 어른을 갖고노네. ,에헤이 진짜 몇 살 차이 난다고. 끽 해야 두 세 살 차이밖에 안 나겠고만. 
에헤이 진짜 몇 살 차이 난다고. 끽 해야 두 세 살 차이밖에 안 나겠고만. ,내가 좀 동안이라 그렇지. 나 마흔살이거든?
내가 좀 동안이라 그렇지. 나 마흔살이거든?,선생님이 마흔 살이면 저도 마흔 살입니다. 어? 저거 쌤 집 가는 버스아니에요?
선생님이 마흔 살이면 저도 마흔 살입니다. 어? 저거 쌤 집 가는 버스아니에요?,어? 어? 저거 막찬데?
누구?,예 저는 그 저
예 저는 그 저,대리기사예요. 제가 좀 술이 취해가지고 부축해주시느라.. 기사님 돈 여기.
대리기사예요. 제가 좀 술이 취해가지고 부축해주시느라.. 기사님 돈 여기.,예예예 그럼 다음에 또 술 드시고 애용해주세요.
예예예 그럼 다음에 또 술 드시고 애용해주세요.,감사합니다
감사합니다,술 먹고 노느라 내 문자 씹는건 좀 아니지 않나? 여기서 오분이나 기다렸잖아
술 먹고 노느라 내 문자 씹는건 좀 아니지 않나? 여기서 오분이나 기다렸잖아,죄송합니다 근데 제가 놀러나간건아니
죄송합니다 근데 제가 놀러나간건아니,"됐고, 일본 바이어들한테 피드백받은거야. 패키시 수정할때 참고해"
"됐고, 일본 바이어들한테 피드백받은거야. 패키시 수정할때 참고해",예
예,"일본에서는 한국 인삼을 높게 쳐준다고 하니까 요 이미지를 좀 더 크게 키우고 글씨 폰트는 좀  심플하게 바꾸고 명도도 높이고 인삼 잔털들은 좀 제거를 하고, 생자는 칼라를 좀 더 생생한 칼라로 바꿔주고"
"일본에서는 한국 인삼을 높게 쳐준다고 하니까 요 이미지를 좀 더 크게 키우고 글씨 폰트는 좀  심플하게 바꾸고 명도도 높이고 인삼 잔털들은 좀 제거를 하고, 생자는 칼라를 좀 더 생생한 칼라로 바꿔주고",알겠습니다
뭐야,그러고보니 커졌네. 가슴이 커졌어
그러고보니 커졌네. 가슴이 커졌어,아이 깜짝이야
아이 깜짝이야,왜? 애 떨어질 뻔 했냐?
왜? 애 떨어질 뻔 했냐?,뭐?
뭐?,다 알어. 어쩔려고 이랬어. 
경력직 면접 보러 오셨죠? 서류 작성해주세요,아유 어떻게 그렇게 한눈에 딱 알아보세요? 센스쟁이   
윤 윤대리님? ,민심 수습은 개뿔 여기가 너 거래처냐?
민심 수습은 개뿔 여기가 너 거래처냐?,아니 윤대리님이야말로 일 따온다면서요 
아니 윤대리님이야말로 일 따온다면서요 ,니 한 몸 불살라 지성사 지키겠다더니 넌 몸이 두개야? 거기서도 불살르고 여기서도 불살르게 조사장 빠돌이 조빠 주제에 아주 치가 떨린다 임마 진짜
니 한 몸 불살라 지성사 지키겠다더니 넌 몸이 두개야? 거기서도 불살르고 여기서도 불살르게 조사장 빠돌이 조빠 주제에 아주 치가 떨린다 임마 진짜,저야 말로 치 떨리네요 아이 또 어떤 회사를 망하게 할라고 영업직 면접을 보세요 보시긴? 
저야 말로 치 떨리네요 아이 또 어떤 회사를 망하게 할라고 영업직 면접을 보세요 보시긴? ,야 임마 너 말 다 했어 임마?
야 임마 너 말 다 했어 임마?,아니요 다 못 했는데요 이번 기회에 영업 그만두고 고향 내려가서 소똥이나 치우시죠 윤대리
이제 면접 다 끝난건가?,밖에 한 명 더 와있는데요
밖에 한 명 더 와있는데요,거 뭡니까?
거 뭡니까?,아 여기서 이러시면 안돼요 
아 여기서 이러시면 안돼요 ,사장님! 이 사람 절대로 절대로 뽑으시면 안돼요 절대 
사장님! 이 사람 절대로 절대로 뽑으시면 안돼요 절대 ,안녕하세요 면접 보러 온 윤서현
사랑해요 오마니.,이제 니 아버지가 안하니까 니가 하니? 어휴 내 팔자야. 어휴 내 팔자. 
이제 니 아버지가 안하니까 니가 하니? 어휴 내 팔자야. 어휴 내 팔자. ,내가 와 안하는데. 나도 이거 잘 한다. 사랑해요 물고메. 
피자 맛은 다 비슷하던데?,"뭐? 다 비슷? 이 화덕피자에서는 사계절의 맛이 나지. 초록색 바질이 향긋하게 코 끝을 간질이며 대지의 봄을 느끼게 하고, 빨간색 토마토 소스는 여름의 강렬한 태양의 맛을 선사해. 고소한 치즈의 맛은 가을의 풍요로움을, 은은하게 풍겨오는 장작향은 겨울의 맛을 전해주지. 아유, 이 누나 또 그새를 못참고 드시네."
"뭐? 다 비슷? 이 화덕피자에서는 사계절의 맛이 나지. 초록색 바질이 향긋하게 코 끝을 간질이며 대지의 봄을 느끼게 하고, 빨간색 토마토 소스는 여름의 강렬한 태양의 맛을 선사해. 고소한 치즈의 맛은 가을의 풍요로움을, 은은하게 풍겨오는 장작향은 겨울의 맛을 전해주지. 아유, 이 누나 또 그새를 못참고 드시네.",이 피자는 뜨거울 때 먹어야 제일 맛있는거 몰라요? 그 사계절 타령 듣다가 피자 다 식어빠지겠네.
이 피자는 뜨거울 때 먹어야 제일 맛있는거 몰라요? 그 사계절 타령 듣다가 피자 다 식어빠지겠네.,"이 누나는 음식의 맛만 알지, 음식의 멋을 몰라."
"이 누나는 음식의 맛만 알지, 음식의 멋을 몰라.",두 사람 또 시작이에요? 제발 친하게 좀 지내요.
두 사람 또 시작이에요? 제발 친하게 좀 지내요.,이 누나 다 먹겠다. 먹자.
"예쁘다, 왕조연.",응.
응.,현실엔 저런 여자 없어.
현실엔 저런 여자 없어.,넌 요새 누가 제일 예쁘냐?
넌 요새 누가 제일 예쁘냐?,어... 왕조연?
어... 왕조연?,현실에 저런 여자 없다니까. 난 정의여고에 한 명 반했지.
짐 이게 다야? 중국에 일주일 있는다며.,와이셔츠랑 바지. 자켓은?
와이셔츠랑 바지. 자켓은?,넣었어
넣었어,그럼 됐어
그럼 됐어,"중국에 세명, 일본 두명, 한국에도 한 명 남았으니까. 내일 첫 판지면 바로 오겠네 그치?"
"중국에 세명, 일본 두명, 한국에도 한 명 남았으니까. 내일 첫 판지면 바로 오겠네 그치?","내가 괜히 초 치려고 하는 소리가 아니라, 안되는건 안되는거야. 괜히 국민들한테 이런 희망 같은거 심어주지 말고 그냥 돌아와가지고 우리 피자나 사줘. 종로에 하나 새로 생겼단다"
"내가 괜히 초 치려고 하는 소리가 아니라, 안되는건 안되는거야. 괜히 국민들한테 이런 희망 같은거 심어주지 말고 그냥 돌아와가지고 우리 피자나 사줘. 종로에 하나 새로 생겼단다",이기면 어떡할건데?
이기면 어떡할건데?,이기면 너 하고싶은거 하는 거지. 그걸 나한테 물어.
이기면 너 하고싶은거 하는 거지. 그걸 나한테 물어.,"아휴, 술을 마시기를 하냐. 여자를 만나기를 하냐. 넌 뭔 재미로 사니?"
"아휴, 술을 마시기를 하냐. 여자를 만나기를 하냐. 넌 뭔 재미로 사니?",너 뭐 하고 싶은거 없어? 바둑두는거 말고 하고 싶은거 없어?
너 뭐 하고 싶은거 없어? 바둑두는거 말고 하고 싶은거 없어?,영화
영화,영화배우?
영화배우?,영화 보고 싶어
영화 보고 싶어,이번에 이기면 보면 되겠네. 이번에 이기면 봐
이번에 이기면 보면 되겠네. 이번에 이기면 봐,"아이고, 그전에 택아. 옷부터 다시 입자."
"아이고, 그전에 택아. 옷부터 다시 입자.",내가 이해가 안가. 사람들이 너한테 왜 지는거냐? 참 진짜
내가 이해가 안가. 사람들이 너한테 왜 지는거냐? 참 진짜,"내, 내가 할게."
안녕하세요,아 오셨어요
아 오셨어요,예
예,어 저기 얼굴에 벚꽃 붙었어요. 아니아니 거기 말고 조금 더 위
어 저기 얼굴에 벚꽃 붙었어요. 아니아니 거기 말고 조금 더 위,여기요?
형형형형형형 우리 이제 그만타고 사우나 가자 야 너..너도 힘들어보이니까 집에 가 ,그럼 뭐 그럴까요 작가님 조심히 들어가세요 
그럼 뭐 그럴까요 작가님 조심히 들어가세요 ,예 
언니 안녕하세요,안녕하세요
안녕하세요,날이 좋아서 그런가 너무 덥죠. 여자들은 이래서 불편하다니깐요 으 민망해
야 왜 이렇게 밥을 못먹냐,에?
에?,"야 니가 좋아하는 꼬막이다, 여기다 밥먹어"
"야 니가 좋아하는 꼬막이다, 여기다 밥먹어",어 명희네는 아니다 이거지? 어 그래 언니 들어가 쉬어 응응
어 명희네는 아니다 이거지? 어 그래 언니 들어가 쉬어 응응,강릉 큰 이모야? 왜?
강릉 큰 이모야? 왜?,"응 간밤에 황금돼지가 치마폭에 퐉 뛰어들지 뭐야, 분명히 태몽같은데"
"응 간밤에 황금돼지가 치마폭에 퐉 뛰어들지 뭐야, 분명히 태몽같은데",태몽이요? 장모님 진짜 용하시네
태몽이요? 장모님 진짜 용하시네,"가만, 이거 혹시 영채 너 셋째 가진거 아니지?"
"가만, 이거 혹시 영채 너 셋째 가진거 아니지?","엄마도 참, 걱정마. 난 아니야"
"엄마도 참, 걱정마. 난 아니야","그럼 누구야, 분명히 태몽 맞는데"
"그럼 누구야, 분명히 태몽 맞는데",잘 먹었습니다
잘 먹었습니다,"아 좀 더 먹으라니까, 그 사람 참. 아쉬운 소리말고 밥이나 먹어"
"아 좀 더 먹으라니까, 그 사람 참. 아쉬운 소리말고 밥이나 먹어",죽기전에 영애년 태몽 한번 꿔보면 소원이 없겠네
어? 윤대리님 손 왜그러세요?,그냥 좀 다쳤어
그냥 좀 다쳤어,근데 정과장님은요? 한 집 사시면서 같이 출근 안하셨어요?
근데 정과장님은요? 한 집 사시면서 같이 출근 안하셨어요?,몰라 그놈 자식 출근하든지 말든지
몰라 그놈 자식 출근하든지 말든지,정과장님! 눈은 왜 그모양 그꼴이에요?
정과장님! 눈은 왜 그모양 그꼴이에요?,"궁예인줄, 근데 거기서 주무셨어요?"
"궁예인줄, 근데 거기서 주무셨어요?","뭐야, 근데 어떻게 영업직원 한명도 출근 안했어? 지금 시간이 몇신데? 한대리네. 아이 침침해라, 수민씨 이것 좀 읽어줘봐"
"뭐야, 근데 어떻게 영업직원 한명도 출근 안했어? 지금 시간이 몇신데? 한대리네. 아이 침침해라, 수민씨 이것 좀 읽어줘봐",조빠 정과장 잘들어라. 지성이라곤 어림 반푼어치도 없는 이 조같은 회사 때려 치울란다 라는데요
조빠 정과장 잘들어라. 지성이라곤 어림 반푼어치도 없는 이 조같은 회사 때려 치울란다 라는데요,"하여간 요즘 젊은 것들은 사람이 말이야. 뭐야, 아 여보세요? 아예 최사장님, 예? 아 갑자기 그렇게 일을 펑크내면 어떡해요? 아이 최사, 여보세요 최사장님!"
"하여간 요즘 젊은 것들은 사람이 말이야. 뭐야, 아 여보세요? 아예 최사장님, 예? 아 갑자기 그렇게 일을 펑크내면 어떡해요? 아이 최사, 여보세요 최사장님!",아이 무슨 전환데 그래요?
아이 무슨 전환데 그래요?,아니 간판사에서 우리 일 다 빼겠대. 대금 넣기 전까지는 작업 안들어가겠데
아니 간판사에서 우리 일 다 빼겠대. 대금 넣기 전까지는 작업 안들어가겠데,아니 갑자기 이제와서 왜
아니 갑자기 이제와서 왜,"왜냐뇨, 조사장 잡혀들어가고 회사 망할까봐 미리 발빼는거죠 뭐"
"왜냐뇨, 조사장 잡혀들어가고 회사 망할까봐 미리 발빼는거죠 뭐","어떡해요, 내일 당장 오복횟집이랑 싱싱노래방 개업식인데"
"어떡해요, 내일 당장 오복횟집이랑 싱싱노래방 개업식인데","간판도 없이 개업시키게 생겼네 진짜, 망했네 망했어"
"간판도 없이 개업시키게 생겼네 진짜, 망했네 망했어","아무리 그래도 낙원사때부터 거래한 정이 있지 너무하시네 진짜, 뭔 방법 없나"
 저기 선우야.,딴 사람한텐 절대 얘기 안할게요.
딴 사람한텐 절대 얘기 안할게요.,독심술하니. 
독심술하니. ,관심이 많으니까.
관심이 많으니까.,"야, 누나 지금 그럴 기분아니다."
근데 손은 왜 그러냐.,"아, 넘어졌어요."
"아, 넘어졌어요.",어이그. 덩치는 산만해서 하는 짓은. 
안아프디?,저 먼저 갈게요.
"쌤, 타세요. 얼른요! 큰일 났어요 큰일!",뭔데?
뭔데?,얼른 타시라니까요. 클났다구요 글쎄. 
얼른 타시라니까요. 클났다구요 글쎄. ,뭔데 또.
뭔데 또.,무슨 일인데? 무슨 큰일이 났다는건데?
무슨 일인데? 무슨 큰일이 났다는건데?,완전 큰일이죠. 큰일이 안 났는데 큰일났다고 뻥쳤으니 이게 큰일이 아니고 뭐겠어요. 
완전 큰일이죠. 큰일이 안 났는데 큰일났다고 뻥쳤으니 이게 큰일이 아니고 뭐겠어요. ,뭐어? 공부는 안하고 뭐하는거야. 이 차는 또 뭐고?
뭐어? 공부는 안하고 뭐하는거야. 이 차는 또 뭐고?,아 그냥 누구 차 좀 빌렸어요. 쌤 집에 데려다 주려구요. 
아 그냥 누구 차 좀 빌렸어요. 쌤 집에 데려다 주려구요. ,뭐? 날 왜 델다줘? 너 혹시 알았니?
뭐? 날 왜 델다줘? 너 혹시 알았니?,네? 뭘요?
네? 뭘요?,"어, 아 아니야. "
"어, 아 아니야. ",쌤 기절한거요?
쌤 기절한거요?,너 설마 그것도 봤니? 그 짤?
너 설마 그것도 봤니? 그 짤?,네?
네?,"아, 아니야. "
"아, 아니야. ","숲에서 곰 만나 기절한거요, 아님 오바마 만나 기절한거요?"
"숲에서 곰 만나 기절한거요, 아님 오바마 만나 기절한거요?",다 봤구나. 그랬구나. 
다 봤구나. 그랬구나. ,애들도 참 못됐어요. 사람이 쓰러졌는데 그런 짤이나 만들구. 다들 쌤이 긴장해서 쓰러진 줄 알고 그러나본데 왜 사실대로 말씀 안하세요?
애들도 참 못됐어요. 사람이 쓰러졌는데 그런 짤이나 만들구. 다들 쌤이 긴장해서 쓰러진 줄 알고 그러나본데 왜 사실대로 말씀 안하세요?,뭘?
뭘?,동영이한테 다 들었어요. 쌤 쓰러진 거 다른 쌤이 준 약먹고 알러지 쇼크 온거라구. 그거 왜 말씀 안하시냐구요. 
동영이한테 다 들었어요. 쌤 쓰러진 거 다른 쌤이 준 약먹고 알러지 쇼크 온거라구. 그거 왜 말씀 안하시냐구요. ,말해봤자 그 교수님 탓하는거밖에 안될 거 같아서. 좋은뜻으로 주신건데 곤란하게 만들 수 없잖아. 
말해봤자 그 교수님 탓하는거밖에 안될 거 같아서. 좋은뜻으로 주신건데 곤란하게 만들 수 없잖아. ,지금 쌤이 더 곤란한 상황이거든요. 
지금 쌤이 더 곤란한 상황이거든요. ,어쨌든 먹고 쓰러진 건 난데 뭐. 내가 감당하는 게 맞아. 내가 알아서 할게. 
어쨌든 먹고 쓰러진 건 난데 뭐. 내가 감당하는 게 맞아. 내가 알아서 할게. ,"아이고, 정말 착하신건지 답답하신건지. 근데 몸 진짜 괜찮은 거 맞아요?"
"아이고, 정말 착하신건지 답답하신건지. 근데 몸 진짜 괜찮은 거 맞아요?","어, 괜찮아."
아 그럼 교회랑 유치원 현수막은 해결 됐고. 책자는?,아 예 저희가 지금 하고있어요
아 예 저희가 지금 하고있어요,아 바꼈어 여기
아 바꼈어 여기,아 
수민씬? 잘돼가?,아닌데. 택도없는데. 이딴거 말도 안해주고 회사 관두고.
아닌데. 택도없는데. 이딴거 말도 안해주고 회사 관두고.,걱정마. 안그래도 내가 지원사격 부탁해놨어
걱정마. 안그래도 내가 지원사격 부탁해놨어,지원사격이요?
지원사격이요?,사장님사장님사장님사장님사장님 아 웬일이야 베트남계신거 아니었어요?
사장님사장님사장님사장님사장님 아 웬일이야 베트남계신거 아니었어요?,이 소름끼치게 격한 인사는 넣어둬 넣어두고 일부터 하자 우리. 지금 무지 급하다거덩
이 소름끼치게 격한 인사는 넣어둬 넣어두고 일부터 하자 우리. 지금 무지 급하다거덩,간만에 몸 좀 풀어볼까?
수민씨 나 뭐부터 하면 돼?,학원 전단지인데요. 이미지부터 따주세요 라부장님
"고맙다, 공명아. 이제 얼른 가서 공부해. ",네. 근데 쌤 집은 어디에요?
네. 근데 쌤 집은 어디에요?,어? 어 뭐 그냥 저어기. 
어? 어 뭐 그냥 저어기. ,"아아, 저기요. 커튼 되게 귀엽네요. 딱 여자집같네. 역시 집도 주인 닮나봐요. "
"아아, 저기요. 커튼 되게 귀엽네요. 딱 여자집같네. 역시 집도 주인 닮나봐요. ",그치? 주인닮았지. 암튼 이제 얼른가 얼른. 
그치? 주인닮았지. 암튼 이제 얼른가 얼른. ,네.
기다리긴 뭘 기다려,사장님 왜 그러세요 
아 사장님 특수 인쇄 맡길만한 데 아시는데 있으세요? ,낙원사댁 거리에 있는 인쇄소 거긴어때? 전화 한 통 넣어줘?
낙원사댁 거리에 있는 인쇄소 거긴어때? 전화 한 통 넣어줘?,아 그럼 저희야 땡큐죠 
야~ 이실장은 아주 전투적으로 먹네. 자기가 부대원이여서 부대찌개를 잘먹나?,부대원이요?
부대원이요?,솔로 부대요. 혼자서 와와와왁. 솔로니까 룰루루 이 아무래도 지금 부대찌개값보다 지금 여기보면 라면 사리값이 더 나올거 같습니다.
솔로 부대요. 혼자서 와와와왁. 솔로니까 룰루루 이 아무래도 지금 부대찌개값보다 지금 여기보면 라면 사리값이 더 나올거 같습니다.,어어. 괜찮아요. 이실장 먹고 싶은거 실컷 먹어야죠. 보너슨데.
어어. 괜찮아요. 이실장 먹고 싶은거 실컷 먹어야죠. 보너슨데.,보너스요?
보너스요?,아 사무장님 말고 이실장말이요. 이실장은 연말 보너스가 이거예요.
아 사무장님 말고 이실장말이요. 이실장은 연말 보너스가 이거예요.,"네? 아니, 그게 무슨 말씀이세요."
"네? 아니, 그게 무슨 말씀이세요.","아, 아시다시피 사무실 사정이 예전같지가 않아서요. 그래서 보너스를 업적이나 공헌도에 따라서 지급하기로 했습니다. 최사무장님은 영업으로 신권을 꽤 가지고 오신데 반해 이실장님은 한게 없잖아요. 그럼 저 먼저 일어날테니까 드시고 들어오세요. 아 그리고 이실장. 밥먹고 은행들러서 사무장님 보너스 넣어드리도록 하세요."
"아, 아시다시피 사무실 사정이 예전같지가 않아서요. 그래서 보너스를 업적이나 공헌도에 따라서 지급하기로 했습니다. 최사무장님은 영업으로 신권을 꽤 가지고 오신데 반해 이실장님은 한게 없잖아요. 그럼 저 먼저 일어날테니까 드시고 들어오세요. 아 그리고 이실장. 밥먹고 은행들러서 사무장님 보너스 넣어드리도록 하세요.","아, 조심해서 들어가십시오."
우리 강아지. 이럴 때는 우리 기범이가 빠지면 생파도 아이다. ,"아 당연하지. 할머니, 생일축하해. "
예 사장님,영자씨 일 끝났으면 일로 올래? 여기 낙원사 사람들 다 모여있는데 영자씨 보고 싶다고 난리야
영자씨 일 끝났으면 일로 올래? 여기 낙원사 사람들 다 모여있는데 영자씨 보고 싶다고 난리야,아 저기 그게요
아 저기 그게요,아 오바이트할 거 같애
아 오바이트할 거 같애,그러게 그만 마시라고 했잖아
그러게 그만 마시라고 했잖아,뭐야? 영자씨 술집이야?
뭐야? 영자씨 술집이야?,예 그냥 바이어들하고 얘기 좀 하고 있어요
예 그냥 바이어들하고 얘기 좀 하고 있어요,접대하러 간거야? 임산부가 접대가 웬말이야
접대하러 간거야? 임산부가 접대가 웬말이야,그런거 아니구요 그냥 술자리에서 대충 분위기만 맞춰주고 있어요
그런거 아니구요 그냥 술자리에서 대충 분위기만 맞춰주고 있어요,그게 그거지 뭐야 혁규씨는 뭐하고
그게 그거지 뭐야 혁규씨는 뭐하고,제부가 제 대신 술 다 마셔주고 있으니까 걱정하지마세요
제부가 제 대신 술 다 마셔주고 있으니까 걱정하지마세요,어딘데? 내가 지금 데리러 갈게
어딘데? 내가 지금 데리러 갈게,괜찮아요 이따 다시 전화할게요 끊어요
사놓고 한번도 못 입힌건데 조카님 줘야겠다 뭐 더 줄거 없나? 아들인지 딸인지를 알아야 내가,뭐야 아니 해진이 어릴때 옷을 왜?
뭐야 아니 해진이 어릴때 옷을 왜?,그냥
그냥,어쩌려고 그래? 내가 셋째는 안된다고 그랬지?
어쩌려고 그래? 내가 셋째는 안된다고 그랬지?,아퍼 그런거 아니라니까
아퍼 그런거 아니라니까,근데 왜 이거 꺼내놓고 있어 해진이 해밀이는 입지도 못하는데 너 사실대로 안 불어?
근데 왜 이거 꺼내놓고 있어 해진이 해밀이는 입지도 못하는데 너 사실대로 안 불어?,아 왜 또 이렇게 시끄럽게 그래? 무슨 일이야?
아 왜 또 이렇게 시끄럽게 그래? 무슨 일이야?,엄마 진정해 아니야 난 아니라니까
엄마 진정해 아니야 난 아니라니까,넌 아니라고? 그럼 누군데
넌 아니라고? 그럼 누군데,그게 어 오빠
그게 어 오빠,큰일났다규 처형 응급실에 실려가셨다규
큰일났다규 처형 응급실에 실려가셨다규,뭐? 언니가? 임산부가 응급실엔 왜?
뭐? 언니가? 임산부가 응급실엔 왜?,영채야 지금 이게 무슨 소리야
